timestamp,raw_lat,raw_lon,filt_lat,filt_lon,raw_unc_m,filt_unc_m,hdop,speed_kmh
1770559871.9853282,57.83432483,12.30741650,57.83432377,12.30741577,3.524,11.225,1.440,0.52
1770559872.984916,57.83431033,12.30742367,57.83431705,12.30741972,3.524,11.247,1.440,1.50
1770559873.9944086,57.83430883,12.30742500,57.83431294,12.30742236,3.524,11.269,1.440,1.45
1770559874.9877732,57.83431200,12.30742733,57.83431247,12.30742485,3.524,11.292,1.440,2.11
1770559875.9949422,57.83432400,12.30742617,57.83431824,12.30742551,3.333,11.314,1.360,2.13
1770559876.9878175,57.83433450,12.30741100,57.83432637,12.30741825,3.333,11.336,1.360,1.33
1770559877.9920213,57.83433883,12.30739217,57.83433260,12.30740521,3.333,11.358,1.360,0.63
1770559878.9862394,57.83433583,12.30739100,57.83433422,12.30739810,3.333,11.380,1.360,0.80
1770559879.9916322,57.83432517,12.30738133,57.83432969,12.30738972,3.524,11.402,1.440,1.89
1770559880.9858181,57.83431650,12.30737633,57.83432310,12.30738303,3.524,11.424,1.440,2.19
1770559881.9907446,57.83431483,12.30735850,57.83431896,12.30737076,3.524,11.446,1.440,1.81
1770559882.9833908,57.83428950,12.30734150,57.83430423,12.30735613,3.524,11.467,1.440,3.83
1770559883.9854667,57.83426550,12.30732900,57.83428487,12.30734257,3.524,11.489,1.440,4.64
1770559884.995122,57.83424417,12.30731417,57.83426452,12.30732837,3.524,11.511,1.440,5.19
1770559885.9858158,57.83421900,12.30731667,57.83424176,12.30732252,3.524,11.533,1.440,5.38
1770559887.001027,57.83419250,12.30731183,57.83421713,12.30731717,3.524,11.554,1.440,5.97
1770559887.9858391,57.83419000,12.30731083,57.83420356,12.30731400,3.524,11.576,1.440,5.41
1770559888.9860358,57.83418183,12.30730867,57.83419270,12.30731134,4.238,11.597,1.740,5.66
1770559889.9869368,57.83426883,12.30731683,57.83423077,12.30731408,4.214,11.619,1.730,0.19
1770559890.9797063,57.83427783,12.30731317,57.83425430,12.30731363,3.190,11.640,1.300,0.55
1770559891.9854095,57.83432483,12.30729667,57.83428957,12.30730515,4.214,11.662,1.730,2.64
1770559892.9865003,57.83437883,12.30728167,57.83433420,12.30729341,3.095,11.683,1.260,4.61
1770559893.9864762,57.83443383,12.30728850,57.83438402,12.30729095,3.095,11.705,1.260,6.04
1770559895.0002692,57.83449700,12.30728517,57.83444051,12.30728806,3.167,11.726,1.290,8.17
1770559895.987286,57.83454933,12.30728383,57.83449492,12.30728595,3.167,11.747,1.290,9.12
1770559896.9998846,57.83459450,12.30729333,57.83454471,12.30728964,3.167,11.769,1.290,9.19
1770559897.9955606,57.83464117,12.30731917,57.83459294,12.30730440,3.167,11.790,1.290,9.88
1770559898.9870121,57.83469083,12.30730233,57.83464189,12.30730337,3.167,11.811,1.290,10.98
1770559899.984888,57.83474600,12.30728917,57.83469394,12.30729627,3.095,11.832,1.260,12.05
1770559900.9850197,57.83478467,12.30728883,57.83473930,12.30729255,3.976,11.853,1.630,11.85
1770559901.9865367,57.83483883,12.30726583,57.83478907,12.30727919,3.000,11.874,1.220,12.39
