timestamp,raw_lat,raw_lon,filt_lat,filt_lon,raw_unc_m,filt_unc_m,altitude_m,alt_unc_m,hdop,speed_kmh,sats_used,sats_in_view,fix_quality,fix_meaning,direction
1770574702.1493511,57.83442200,12.30731067,57.83442308,12.30730833,2.352,3.751,69.00,4.39,1.170,0.58,7,7,1,GPS Fix (SPS),Stopped
1770574702.9569168,57.83442417,12.30729650,57.83442362,12.30730242,2.352,3.149,68.90,4.39,1.170,1.25,7,7,1,GPS Fix (SPS),Reverse
1770574703.988661,57.83443217,12.30728417,57.83442790,12.30729329,2.352,2.648,68.80,4.39,1.170,2.21,7,7,1,GPS Fix (SPS),Reverse
1770574704.9663596,57.83443283,12.30729600,57.83443036,12.30729465,2.352,2.500,68.60,4.39,1.170,1.51,7,7,1,GPS Fix (SPS),Stopped
1770574705.9843352,57.83443250,12.30729000,57.83443143,12.30729232,2.352,2.500,68.50,4.39,1.170,1.24,7,7,1,GPS Fix (SPS),Stopped
1770574706.9746492,57.83443517,12.30728817,57.83443330,12.30729024,2.429,2.500,68.40,4.69,1.250,1.41,6,6,1,GPS Fix (SPS),Stopped
1770574707.9872792,57.83443317,12.30729233,57.83443323,12.30729129,2.429,2.500,68.40,4.69,1.250,0.85,6,6,1,GPS Fix (SPS),Stopped
1770574708.9730973,57.83443167,12.30728933,57.83443245,12.30729031,2.429,2.500,68.40,4.69,1.250,0.75,6,6,1,GPS Fix (SPS),Stopped
1770574709.972326,57.83443100,12.30729233,57.83443172,12.30729132,2.429,2.500,68.30,4.69,1.250,0.45,6,6,1,GPS Fix (SPS),Stopped
1770574710.990177,57.83443200,12.30729433,57.83443186,12.30729283,2.429,2.500,68.80,4.69,1.250,0.71,6,6,1,GPS Fix (SPS),Stopped
1770574712.0139172,57.83443500,12.30729383,57.83443343,12.30729333,2.429,2.500,69.10,4.69,1.250,1.06,6,6,1,GPS Fix (SPS),Stopped
1770574712.9687011,57.83442683,12.30729867,57.83443013,12.30729600,2.429,2.500,69.30,4.69,1.250,0.51,6,6,1,GPS Fix (SPS),Stopped
1770574713.989217,57.83441817,12.30730150,57.83442415,12.30729875,2.429,2.500,69.60,4.69,1.250,0.92,6,6,1,GPS Fix (SPS),Stopped
1770574714.9861138,57.83441483,12.30730583,57.83441949,12.30730229,2.352,2.500,69.70,4.39,1.170,0.80,7,7,1,GPS Fix (SPS),Forward
1770574715.9734,57.83441283,12.30730750,57.83441616,12.30730490,2.352,2.500,69.80,4.39,1.170,0.84,7,7,1,GPS Fix (SPS),Stopped
1770574716.9668248,57.83441217,12.30729950,57.83441416,12.30730220,2.352,2.500,70.40,4.39,1.170,0.81,7,7,1,GPS Fix (SPS),Stopped
1770574717.973674,57.83441067,12.30729633,57.83441242,12.30729927,2.352,2.500,70.50,4.39,1.170,0.90,7,7,1,GPS Fix (SPS),Stopped
1770574719.0009794,57.83440917,12.30728983,57.83441079,12.30729455,2.352,2.500,70.70,4.39,1.170,1.38,7,7,1,GPS Fix (SPS),Reverse
1770574719.9948363,57.83441067,12.30729483,57.83441073,12.30729469,2.352,2.500,71.00,4.39,1.170,0.46,7,7,1,GPS Fix (SPS),Stopped
1770574720.9596226,57.83441533,12.30728267,57.83441303,12.30728868,2.352,2.500,70.90,4.39,1.170,1.67,7,7,1,GPS Fix (SPS),Reverse
1770574721.9880557,57.83441700,12.30729817,57.83441502,12.30729342,2.352,2.500,70.90,4.39,1.170,0.96,7,7,1,GPS Fix (SPS),Forward
1770574723.0028155,57.83441267,12.30729750,57.83441384,12.30729546,2.352,2.500,70.70,4.39,1.170,0.29,7,7,1,GPS Fix (SPS),Stopped
1770574723.9738617,57.83440967,12.30729417,57.83441175,12.30729481,2.352,2.500,70.50,4.39,1.170,0.65,7,7,1,GPS Fix (SPS),Stopped
1770574724.973087,57.83440850,12.30729800,57.83441013,12.30729641,2.352,2.500,70.60,4.39,1.170,0.31,7,7,1,GPS Fix (SPS),Stopped
1770574726.036196,57.83440217,12.30729300,57.83440615,12.30729470,2.352,2.500,70.50,4.39,1.170,1.03,7,7,1,GPS Fix (SPS),Stopped
1770574726.958639,57.83440617,12.30729083,57.83440616,12.30729277,2.352,2.500,70.30,4.39,1.170,0.50,7,7,1,GPS Fix (SPS),Stopped
1770574728.0426896,57.83440150,12.30728367,57.83440383,12.30728822,2.352,2.500,70.40,4.39,1.170,1.11,7,7,1,GPS Fix (SPS),Reverse
1770574729.037308,57.83439833,12.30728033,57.83440108,12.30728428,2.352,2.500,70.40,4.39,1.170,1.11,7,7,1,GPS Fix (SPS),Reverse
1770574730.0047572,57.83439750,12.30727300,57.83439929,12.30727864,2.352,2.500,70.40,4.39,1.170,1.34,7,7,1,GPS Fix (SPS),Reverse
1770574730.9901721,57.83438950,12.30728200,57.83439440,12.30728032,2.352,2.500,70.50,4.39,1.170,1.13,7,7,1,GPS Fix (SPS),Stopped
1770574731.9996717,57.83439150,12.30728233,57.83439295,12.30728133,2.429,2.500,70.70,4.69,1.250,0.62,6,6,1,GPS Fix (SPS),Stopped
1770574733.0570574,57.83439383,12.30727867,57.83439339,12.30728000,2.352,2.500,71.10,4.39,1.170,0.33,7,7,1,GPS Fix (SPS),Stopped
1770574734.0046852,57.83440200,12.30728300,57.83439770,12.30728150,2.352,2.500,71.20,4.39,1.170,0.93,7,7,1,GPS Fix (SPS),Stopped
1770574734.989632,57.83439667,12.30728067,57.83439718,12.30728108,2.352,2.500,71.40,4.39,1.170,0.17,7,7,1,GPS Fix (SPS),Stopped
1770574736.0468912,57.83439750,12.30728317,57.83439734,12.30728212,2.352,2.500,71.80,4.39,1.170,0.06,7,7,1,GPS Fix (SPS),Stopped
1770574737.011232,57.83439733,12.30728800,57.83439734,12.30728506,2.352,2.500,72.40,4.39,1.170,0.35,7,7,1,GPS Fix (SPS),Stopped
1770574737.9876437,57.83440017,12.30729783,57.83439875,12.30729145,2.352,2.500,72.80,4.39,1.170,0.95,7,7,1,GPS Fix (SPS),Forward
1770574738.9414504,57.83440667,12.30730200,57.83440271,12.30729672,2.352,2.500,72.90,4.39,1.170,1.19,7,7,1,GPS Fix (SPS),Forward
1770574739.954425,57.83441433,12.30730167,57.83440852,12.30729920,2.352,2.500,73.10,4.39,1.170,1.26,7,7,1,GPS Fix (SPS),Stopped
1770574741.021797,57.83441667,12.30729917,57.83441259,12.30729918,2.352,2.500,73.80,4.39,1.170,0.93,7,7,1,GPS Fix (SPS),Stopped
1770574742.0316567,57.83441283,12.30730083,57.83441271,12.30730001,2.352,2.500,74.10,4.39,1.170,0.14,7,7,1,GPS Fix (SPS),Stopped
1770574742.9767432,57.83441717,12.30730367,57.83441494,12.30730184,2.352,2.500,74.30,4.39,1.170,0.34,7,7,1,GPS Fix (SPS),Stopped
1770574744.071368,57.83441767,12.30730567,57.83441630,12.30730375,2.352,2.500,74.70,4.39,1.170,0.22,7,7,1,GPS Fix (SPS),Stopped
1770574745.0169792,57.83442133,12.30731000,57.83441882,12.30730688,2.352,2.500,75.20,4.39,1.170,0.67,7,7,1,GPS Fix (SPS),Stopped
1770574745.9751027,57.83442000,12.30731417,57.83441941,12.30731052,2.352,2.500,75.60,4.39,1.170,0.69,7,7,1,GPS Fix (SPS),Forward
