timestamp,raw_lat,raw_lon,filt_lat,filt_lon,raw_unc_m,filt_unc_m,altitude_m,alt_unc_m,hdop,speed_kmh,sats_used,sats_in_view,fix_quality,fix_meaning,direction
1770572396.8829532,57.83450833,12.30733150,57.83450250,12.30732017,2.390,3.751,79.80,4.54,1.210,4.22,7,7,1,GPS Fix (SPS),Stopped
1770572397.887227,57.83451567,12.30732833,57.83450908,12.30732425,2.390,3.149,79.80,4.54,1.210,3.04,7,7,1,GPS Fix (SPS),Forward
1770572398.8825402,57.83452183,12.30732867,57.83451546,12.30732646,2.390,2.648,80.00,4.54,1.210,2.43,7,7,1,GPS Fix (SPS),Stopped
1770572399.8776758,57.83452567,12.30733467,57.83452056,12.30733056,2.390,2.500,80.10,4.54,1.210,2.09,7,7,1,GPS Fix (SPS),Forward
1770572400.8957849,57.83453050,12.30735850,57.83452553,12.30734453,2.390,2.500,80.20,4.54,1.210,2.89,7,7,1,GPS Fix (SPS),Forward
1770572401.892246,57.83452950,12.30737650,57.83452752,12.30736052,2.390,2.500,80.20,4.54,1.210,3.12,7,7,1,GPS Fix (SPS),Forward
1770572402.8845875,57.83452917,12.30738900,57.83452834,12.30737476,2.390,2.500,80.50,4.54,1.210,2.89,7,7,1,GPS Fix (SPS),Forward
1770572403.8773017,57.83452550,12.30739317,57.83452692,12.30738396,2.390,2.500,80.80,4.54,1.210,2.75,7,7,1,GPS Fix (SPS),Forward
1770572404.8679008,57.83451983,12.30739133,57.83452338,12.30738765,3.714,2.500,80.80,9.75,2.600,2.44,5,5,1,GPS Fix (SPS),Forward
1770572405.88174,57.83451567,12.30736400,57.83451952,12.30737582,4.248,2.500,81.00,11.85,3.160,1.10,4,4,1,GPS Fix (SPS),Reverse
1770572406.8842037,57.83451767,12.30735983,57.83451859,12.30736783,4.248,2.500,81.10,11.85,3.160,0.63,4,4,1,GPS Fix (SPS),Reverse
1770572407.8826773,57.83452200,12.30734917,57.83452030,12.30735850,3.971,2.500,81.40,10.76,2.870,0.12,5,5,1,GPS Fix (SPS),Reverse
