timestamp,raw_lat,raw_lon,filt_lat,filt_lon,raw_unc_m,filt_unc_m,altitude_m,alt_unc_m,hdop,speed_kmh,sats_used,sats_in_view,fix_quality,fix_meaning,direction
1770571021.891268,57.83443533,12.30728933,57.83443325,12.30728675,2.533,3.751,80.80,5.10,1.360,0.33,7,7,1,GPS Fix (SPS),Stopped
1770571022.9010744,57.83444417,12.30728300,57.83443871,12.30728488,2.533,3.149,80.40,5.10,1.360,1.14,7,7,1,GPS Fix (SPS),Stopped
1770571023.8993073,57.83445733,12.30727267,57.83444802,12.30727877,2.533,2.648,79.60,5.10,1.360,2.15,7,7,1,GPS Fix (SPS),Reverse
1770571024.906212,57.83449133,12.30727317,57.83446968,12.30727597,2.533,2.500,78.90,5.10,1.360,2.70,8,8,1,GPS Fix (SPS),Stopped
1770571025.9012024,57.83448967,12.30727217,57.83447967,12.30727407,2.305,2.500,76.70,4.20,1.120,1.84,7,7,1,GPS Fix (SPS),Stopped
1770571026.8978705,57.83449150,12.30727800,57.83448559,12.30727603,2.629,2.500,76.70,5.47,1.460,1.59,6,6,1,GPS Fix (SPS),Stopped
1770571027.8929896,57.83449833,12.30728900,57.83449196,12.30728252,2.629,2.500,76.60,5.47,1.460,1.95,6,6,1,GPS Fix (SPS),Forward
1770571028.8992224,57.83449767,12.30729967,57.83449481,12.30729109,2.629,2.500,76.40,5.47,1.460,1.64,6,6,1,GPS Fix (SPS),Forward
1770571029.8971505,57.83450600,12.30730783,57.83450041,12.30729946,2.629,2.500,76.20,5.47,1.460,2.20,6,6,1,GPS Fix (SPS),Forward
1770571030.892453,57.83450683,12.30730800,57.83450362,12.30730373,2.629,2.500,75.60,5.47,1.460,1.70,6,6,1,GPS Fix (SPS),Forward
1770571031.899061,57.83451883,12.30729383,57.83451123,12.30729878,2.629,2.500,75.30,5.47,1.460,1.94,6,6,1,GPS Fix (SPS),Reverse
1770571032.8912342,57.83452217,12.30728983,57.83451670,12.30729431,2.629,2.500,74.80,5.47,1.460,1.68,6,6,1,GPS Fix (SPS),Reverse
1770571033.8990424,57.83450900,12.30729233,57.83451285,12.30729332,2.629,2.500,74.40,5.47,1.460,0.24,6,6,1,GPS Fix (SPS),Stopped
1770571034.892072,57.83450300,12.30727717,57.83450792,12.30728524,2.629,2.500,74.00,5.47,1.460,0.99,6,6,1,GPS Fix (SPS),Reverse
1770571035.88464,57.83452150,12.30725067,57.83451471,12.30726796,2.629,2.500,73.60,5.47,1.460,2.12,6,6,1,GPS Fix (SPS),Reverse
1770571036.902197,57.83451650,12.30724583,57.83451561,12.30725689,2.629,2.500,73.10,5.47,1.460,1.59,6,6,1,GPS Fix (SPS),Reverse
1770571037.8976421,57.83451667,12.30724133,57.83451614,12.30724911,2.629,2.500,72.80,5.47,1.460,1.31,6,6,1,GPS Fix (SPS),Reverse
1770571038.8878775,57.83452017,12.30723917,57.83451815,12.30724414,2.629,2.500,72.60,5.47,1.460,1.25,6,6,1,GPS Fix (SPS),Reverse
1770571039.8944643,57.83451033,12.30724267,57.83451424,12.30724340,2.705,2.500,72.50,5.78,1.540,0.75,5,5,1,GPS Fix (SPS),Stopped
1770571040.8905275,57.83450333,12.30724733,57.83450879,12.30724537,2.705,2.500,72.10,5.78,1.540,0.63,5,5,1,GPS Fix (SPS),Stopped
1770571041.8893285,57.83449950,12.30724917,57.83450414,12.30724727,5.152,2.500,72.10,15.41,4.110,0.71,4,4,1,GPS Fix (SPS),Stopped
1770571042.893788,57.83449433,12.30724950,57.83449924,12.30724838,5.162,2.500,71.90,15.45,4.120,1.02,4,4,1,GPS Fix (SPS),Stopped
1770571043.8912055,57.83449117,12.30725050,57.83449520,12.30724944,5.162,2.500,71.90,15.45,4.120,1.10,4,4,1,GPS Fix (SPS),Stopped
1770571044.8995457,57.83447000,12.30725267,57.83448260,12.30725105,5.162,2.500,72.10,15.45,4.120,2.25,4,4,1,GPS Fix (SPS),Stopped
1770571045.8893616,57.83446417,12.30725333,57.83447338,12.30725219,5.162,2.500,72.50,15.45,4.120,2.31,4,4,1,GPS Fix (SPS),Stopped
1770571046.8832479,57.83446917,12.30725483,57.83447128,12.30725351,2.705,2.500,73.00,5.78,1.540,1.84,5,5,1,GPS Fix (SPS),Stopped
1770571047.893003,57.83447383,12.30725983,57.83447255,12.30725667,2.705,2.500,73.20,5.78,1.540,1.26,5,5,1,GPS Fix (SPS),Stopped
1770571048.8928294,57.83447200,12.30725933,57.83447228,12.30725800,2.714,2.500,73.30,5.81,1.550,1.14,5,5,1,GPS Fix (SPS),Stopped
1770571049.8963366,57.83445517,12.30725983,57.83446372,12.30725892,2.714,2.500,73.40,5.81,1.550,1.86,5,5,1,GPS Fix (SPS),Stopped
1770571050.8924334,57.83445483,12.30725100,57.83445928,12.30725496,2.714,2.500,73.70,5.81,1.550,1.70,5,5,1,GPS Fix (SPS),Reverse
