gps_epoch_s,pc_epoch_s,raw_lat,raw_lon,filt_lat,filt_lon,raw_unc_m,filt_unc_x_m,filt_unc_y_m,speed_kmh,sats_used,sats_in_view,direction,altitude_m,alt_unc_m,fix_quality
1770712796.0,1770716396.096,57.834417833333326,12.307333000000002,57.83441716880529,12.30732544759541,2.9749999999999996,2.5,2.5,1.195998405241877,7,7,Reverse,70.6,4.4624999999999995,1
1770712797.0,1770716397.096,57.834413833333336,12.307328333333333,57.83441550106931,12.30732689046437,2.9749999999999996,2.5,2.5,1.2413319453457614,7,7,Reverse,70.8,4.4624999999999995,1
1770712798.0,1770716398.096,57.834417,12.307329333333334,57.83441625053466,12.307328111898853,2.9749999999999996,2.5,2.5,1.192179483972572,7,7,Reverse,70.9,4.4624999999999995,1
1770712799.0,1770716399.096,57.83442166666667,12.307326666666665,57.834418958600665,12.307327389282758,2.9749999999999996,2.5,2.5,1.0776036052338709,7,7,Reverse,71.1,4.4624999999999995,1
1770712800.0,1770716400.096,57.83442016666666,12.307326,57.83441956263366,12.307326694641379,2.9749999999999996,2.5,2.5,0.9236620608504557,7,7,Reverse,71.2,4.4624999999999995,1
1770712801.0,1770716401.112,57.834419499999996,12.307324000000001,57.834419531316826,12.30732534732069,2.9749999999999996,2.5,2.5,0.7914775751675523,7,7,Reverse,71.3,4.4624999999999995,1
1770712802.0,1770716402.102,57.83441733333334,12.307320166666667,57.83441843232509,12.30732275699368,2.9749999999999996,2.5,2.5,0.625005233072098,7,7,Reverse,71.4,4.4624999999999995,1
1770712803.0,1770716403.095,57.83441849999999,12.307316166666665,57.83441846616254,12.307319461830172,2.9749999999999996,2.5,2.5,0.5053672949233767,7,7,Reverse,71.6,4.4624999999999995,1
1770712804.0,1770716404.098,57.83442133333333,12.307316833333335,57.834419899747935,12.307318147581753,2.9749999999999996,2.5,2.5,0.5283538708973039,7,7,Reverse,71.6,4.4624999999999995,1
1770712805.0,1770716405.103,57.8344145,12.307316500000002,57.83441719987397,12.307317323790878,2.9749999999999996,2.5,2.5,0.498073783944599,7,7,Reverse,71.4,4.4624999999999995,1
1770712806.0,1770716406.097,57.83441033333334,12.307311499999999,57.83441376660365,12.307314411895439,2.9749999999999996,2.5,2.5,0.6540404512317006,7,7,Reverse,71.6,4.4624999999999995,1
1770712807.0,1770716407.098,57.8344115,12.307323499999999,57.834412633301824,12.307318955947718,2.9749999999999996,2.5,2.5,0.7866971201286173,7,7,Reverse,71.7,4.4624999999999995,1
1770712808.0,1770716408.098,57.83441033333334,12.307337833333333,57.83441148331758,12.307328394640527,4.125,2.5,2.5,1.0433230005969225,6,6,Reverse,71.7,6.1875,1
1770712809.0,1770716409.098,57.83441133333334,12.3073325,57.834411408325465,12.307330447320263,5.05,2.5,2.5,1.048549122771292,5,5,Reverse,71.8,7.574999999999999,1
1770712810.0,1770716410.099,57.83441500000001,12.307326166666666,57.834413204162736,12.307328306993464,4.125,2.5,2.5,0.8633908346674741,6,6,Reverse,72.1,6.1875,1
1770712811.0,1770716411.1,57.83441533333333,12.307329333333334,57.834414268748034,12.307328820163399,5.05,2.5,2.5,0.7192117254347673,5,5,Reverse,72.5,7.574999999999999,1
1770712812.0,1770716412.094,57.834417,12.307321166666668,57.83441563437402,12.307324993415033,3.65,2.5,2.5,0.5437592806507772,6,6,Reverse,72.8,5.475,1
1770712813.0,1770716413.096,57.83441666666666,12.307326499999999,57.83441615052034,12.307325746707516,3.65,2.5,2.5,0.47786147342638613,6,6,Reverse,73.0,5.475,1
1770712814.0,1770716414.096,57.83441866666667,12.307323666666665,57.8344174085935,12.30732470668709,3.65,2.5,2.5,0.4060124247669624,6,6,Reverse,73.3,5.475,1
1770712815.0,1770716415.098,57.83442149999999,12.307333000000002,57.83441945429675,12.307328853343547,3.75,2.5,2.5,0.47586293985252404,5,5,Reverse,73.3,5.625,1
1770712816.0,1770716416.096,57.834429833333324,12.307329833333332,57.834424643815034,12.30732934333844,3.75,2.5,2.5,0.5921324417582939,5,5,Reverse,73.6,5.625,1
1770712817.0,1770716417.098,57.834434333333334,12.307320333333333,57.83442948857419,12.307324838335886,3.75,2.5,2.5,0.7035098298312115,5,5,Reverse,73.8,5.625,1
1770712818.0,1770716418.092,57.834436499999995,12.307316500000002,57.83443299428709,12.307320669167945,3.75,2.5,2.5,0.7616424761023403,5,5,Reverse,73.7,5.625,1
1770712819.0,1770716419.096,57.83443916666667,12.307308,57.83443608047688,12.307314334583973,3.75,2.5,2.5,0.8132420179441942,5,5,Reverse,73.6,5.625,1
1770712820.0,1770716420.097,57.834439,12.307303333333333,57.83443754023844,12.307308833958652,3.75,2.5,2.5,0.80096002972697,5,5,Reverse,73.5,5.625,1
1770712821.0,1770716421.093,57.834442833333334,12.307300000000001,57.83444018678589,12.307304416979328,3.75,2.5,2.5,0.8986498748611026,5,5,Reverse,73.2,5.625,1
1770712822.0,1770716422.098,57.83444166666666,12.307300000000001,57.83444092672627,12.307302208489665,3.75,2.5,2.5,0.8953264435976083,5,5,Reverse,73.0,5.625,1
1770712823.0,1770716423.092,57.834441,12.307299166666667,57.834440963363136,12.307300687578165,3.75,2.5,2.5,0.8971982674799204,5,5,Reverse,72.8,5.625,1
1770712824.0,1770716424.098,57.834444500000004,12.307299833333332,57.83444273168157,12.307300260455749,3.75,2.5,2.5,0.9012887768800216,5,5,Reverse,73.2,5.625,1
1770712825.0,1770716425.093,57.834439999999994,12.307304833333335,57.83444136584078,12.307302546894542,3.75,2.5,2.5,0.7004773935972692,5,5,Reverse,73.6,5.625,1
1770712826.0,1770716426.096,57.83443666666667,12.307299333333333,57.834439016253725,12.307300940113937,3.75,2.5,2.5,0.709816875224655,5,5,Reverse,73.6,5.625,1
1770712827.0,1770716427.099,57.8344345,12.307298500000002,57.83443675812686,12.30729972005697,3.75,2.5,2.5,0.7142659570125173,5,5,Reverse,73.3,5.625,1
1770712828.0,1770716428.104,57.834434333333334,12.307298833333334,57.8344355457301,12.307299276695153,3.75,2.5,2.5,0.665402556227977,5,5,Reverse,73.5,5.625,1
1770712829.0,1770716429.103,57.834434333333334,12.307303000000001,57.83443493953172,12.307301138347576,3.75,2.5,2.5,0.5508682442880597,5,5,Reverse,73.6,5.625,1
1770712830.0,1770716430.095,57.834435500000005,12.307307333333332,57.83443521976586,12.307304235840455,3.75,2.5,2.5,0.4531360031259309,5,5,Reverse,73.6,5.625,1
1770712831.0,1770716431.098,57.834433833333335,12.307315833333332,57.8344345265496,12.307310034586893,3.75,2.5,2.5,0.4045108390425787,5,5,Reverse,74.0,5.625,1
1770712832.0,1770716432.098,57.83443366666667,12.307315333333333,57.834434096608135,12.307312683960113,3.75,2.5,2.5,0.3340691845238563,5,5,Reverse,74.3,5.625,1
1770712833.0,1770716433.096,57.834442,12.307313666666667,57.834438048304065,12.307313175313391,3.75,2.5,2.5,0.4929325450533814,5,5,Reverse,74.3,5.625,1
1770712834.0,1770716434.1,57.83444533333333,12.307308833333332,57.8344416908187,12.307311004323362,3.75,2.5,2.5,0.635155263342259,5,5,Reverse,74.2,5.625,1
1770712835.0,1770716435.094,57.83445016666666,12.307306000000002,57.83444592874268,12.307308502161682,3.75,2.5,2.5,0.8149232589545182,5,5,Reverse,74.0,5.625,1
