timestamp,raw_lat,raw_lon,filt_lat,filt_lon,raw_unc_m,filt_unc_m,hdop,speed_kmh
1770560652.9829652,57.83439000,12.30736600,57.83439333,12.30736583,3.038,3.751,1.890,0.91
1770560653.991122,57.83437267,12.30736583,57.83438300,12.30736583,3.038,3.149,1.890,2.06
1770560654.982226,57.83436667,12.30737183,57.83437483,12.30736883,3.314,2.648,2.180,2.25
1770560655.9861407,57.83438683,12.30735500,57.83438083,12.30736192,3.314,2.500,2.180,0.60
1770560656.984423,57.83439417,12.30733850,57.83438750,12.30735021,2.314,2.500,1.130,1.26
1770560657.9707465,57.83440017,12.30733967,57.83439383,12.30734494,2.314,2.500,1.130,0.25
1770560658.9861763,57.83440367,12.30734450,57.83439875,12.30734472,2.314,2.500,1.130,0.52
1770560659.9794047,57.83440917,12.30734350,57.83440396,12.30734411,2.314,2.500,1.130,0.50
1770560660.983222,57.83440450,12.30734783,57.83440423,12.30734597,2.314,2.500,1.130,0.86
1770560661.9897587,57.83438583,12.30734100,57.83439503,12.30734349,2.314,2.500,1.130,1.98
1770560662.9859984,57.83438417,12.30734367,57.83438960,12.30734358,2.286,2.500,1.100,1.47
1770560663.9829793,57.83438833,12.30735017,57.83438897,12.30734687,2.286,2.500,1.100,0.88
1770560664.9871578,57.83439383,12.30735167,57.83439140,12.30734927,2.781,2.500,1.620,0.59
1770560665.9708989,57.83440017,12.30734650,57.83439578,12.30734788,2.314,2.500,1.130,0.54
1770560666.9830785,57.83438817,12.30734717,57.83439197,12.30734753,2.314,2.500,1.130,0.89
1770560667.980824,57.83438450,12.30734450,57.83438824,12.30734601,2.314,2.500,1.130,1.12
1770560668.9862053,57.83438117,12.30733983,57.83438470,12.30734292,2.314,2.500,1.130,1.34
1770560669.9832935,57.83439433,12.30734900,57.83438952,12.30734596,2.314,2.500,1.130,0.60
1770560670.987756,57.83439533,12.30734900,57.83439243,12.30734748,2.314,2.500,1.130,0.47
1770560671.9734106,57.83439283,12.30734117,57.83439263,12.30734432,2.314,2.500,1.130,0.22
1770560672.9911425,57.83437967,12.30733650,57.83438615,12.30734041,2.314,2.500,1.130,1.31
1770560673.9830475,57.83438917,12.30732850,57.83438766,12.30733446,2.314,2.500,1.130,0.70
1770560674.9773226,57.83438933,12.30732833,57.83438850,12.30733139,2.314,2.500,1.130,0.44
1770560675.9832852,57.83439500,12.30733333,57.83439175,12.30733236,2.314,2.500,1.130,0.71
1770560676.9710562,57.83440133,12.30733833,57.83439654,12.30733535,2.314,2.500,1.130,1.37
1770560677.9873629,57.83440350,12.30732800,57.83440002,12.30733167,2.314,2.500,1.130,1.37
1770560678.9882987,57.83440167,12.30732900,57.83440084,12.30733034,2.200,2.500,1.010,0.89
1770560679.98334,57.83440250,12.30732983,57.83440167,12.30733009,2.200,2.500,1.010,0.87
1770560763.93186,57.83439650,12.30733850,57.83439909,12.30733429,2.200,2.500,1.010,0.73
1770560764.816318,57.83439033,12.30733583,57.83439471,12.30733506,2.200,2.500,1.010,0.49
