gps_epoch_s,raw_lat,raw_lon,filt_lat,filt_lon,raw_unc_m,filt_unc_x_m,filt_unc_y_m,speed_kmh,sats_used,sats_in_view,direction,altitude_m,alt_unc_m,fix_quality
1770712053.998,57.834429500000006,12.307371333333332,57.8344301030778,12.307374022505075,3.05,2.5,2.5,0.5393715314530297,7,7,Reverse,92.5,4.574999999999999,1
1770712055.001,57.834425833333334,12.307368666666665,57.83442796820557,12.307371344585869,3.675,2.5,2.5,0.5035580832828969,6,6,Reverse,92.4,5.512499999999999,1
1770712056.002,57.834426,12.307360666666666,57.834426984102784,12.307366005626267,3.675,2.5,2.5,0.6153772326874469,6,6,Reverse,92.4,5.512499999999999,1
1770712056.999,57.834428333333335,12.307357833333333,57.83442765871806,12.307361919479801,3.675,2.5,2.5,0.6663592624238478,6,6,Reverse,92.3,5.512499999999999,1
1770712057.987,57.83443066666667,12.307357166666668,57.834429162692366,12.307359543073234,3.675,2.5,2.5,0.6871310331352184,6,6,Reverse,92.1,5.512499999999999,1
1770712059.001,57.834437166666675,12.307363166666669,57.83443316467952,12.30736135486995,3.675,2.5,2.5,0.8711139375547401,6,6,Reverse,92.1,5.512499999999999,1
1770712060.005,57.834436833333335,12.307360833333332,57.834434999006426,12.307361094101642,3.675,2.5,2.5,0.9333308670983917,6,6,Reverse,92.3,5.512499999999999,1
1770712061.0,57.834438166666665,12.307362166666667,57.834436582836545,12.307361630384154,3.05,2.5,2.5,0.9704890805169972,7,7,Reverse,92.2,4.574999999999999,1
1770712062.003,57.83444133333334,12.307364500000002,57.834438958084945,12.307363065192078,3.05,2.5,2.5,1.087484838252894,7,7,Reverse,92.2,4.574999999999999,1
1770712062.991,57.834441166666664,12.307364,57.834440062375805,12.307363532596039,3.05,2.5,2.5,1.117168659817432,7,7,Reverse,92.2,4.574999999999999,1
1770712064.0,57.83444166666666,12.307363666666667,57.834440864521234,12.307363599631353,3.05,2.5,2.5,1.0853868425084379,7,7,Reverse,92.1,4.574999999999999,1
1770712064.989,57.8344435,12.307364166666666,57.83444218226062,12.30736388314901,3.05,2.5,2.5,1.0695295012642205,7,7,Reverse,92.1,4.574999999999999,1
1770712066.006,57.83444433333334,12.307362333333334,57.83444325779698,12.307363108241171,3.05,2.5,2.5,1.0130900327717276,7,7,Reverse,91.9,4.574999999999999,1
1770712066.999,57.834441,12.307359499999999,57.83444212889849,12.307361304120585,3.05,2.5,2.5,0.8157027070721227,7,7,Reverse,91.6,4.574999999999999,1
1770712068.001,57.834436999999994,12.307356166666667,57.83443956444924,12.307358735393626,3.05,2.5,2.5,0.6907190520287139,7,7,Reverse,91.5,4.574999999999999,1
1770712069.005,57.8344345,12.307352166666666,57.83443703222462,12.307355451030146,3.05,2.5,2.5,0.6831334049254177,7,7,Reverse,91.2,4.574999999999999,1
1770712070.002,57.83443333333333,12.307349333333331,57.834435182778975,12.30735239218174,3.05,2.5,2.5,0.6923653665873788,7,7,Reverse,91.1,4.574999999999999,1
1770712070.99,57.83443066666667,12.307345833333333,57.83443292472282,12.307349112757535,3.05,2.5,2.5,0.685610404280203,7,7,Reverse,90.9,4.574999999999999,1
1770712071.992,57.834430999999995,12.307346333333332,57.83443196236141,12.307347723045433,3.05,2.5,2.5,0.6109937660923769,7,7,Reverse,90.3,4.574999999999999,1
1770712072.994,57.83442783333333,12.307343333333332,57.83442989784737,12.307345528189384,3.05,2.5,2.5,0.5921498792739318,7,7,Reverse,90.1,4.574999999999999,1
1770712074.004,57.83442449999999,12.307340500000002,57.83442719892368,12.307343014094693,3.05,2.5,2.5,0.5883346152313519,7,7,Reverse,90.1,4.574999999999999,1
1770712075.003,57.83442183333333,12.307342666666667,57.83442451612851,12.307342840380679,3.05,2.5,2.5,0.5781938279134237,7,7,Reverse,89.9,4.574999999999999,1
1770712076.002,57.834417833333326,12.307338499999998,57.83442117473091,12.307340670190339,3.05,2.5,2.5,0.5409671897278586,7,7,Reverse,89.8,4.574999999999999,1
1770712077.004,57.83441849999999,12.3073415,57.83441983736545,12.30734108509517,3.05,2.5,2.5,0.48281432341063485,7,7,Reverse,90.0,4.574999999999999,1
1770712078.0,57.834416499999996,12.307340666666668,57.834418168682724,12.30734087588092,3.05,2.5,2.5,0.40533380038426586,7,7,Reverse,90.0,4.574999999999999,1
1770712079.005,57.834415166666666,12.307339000000002,57.834416667674695,12.30733993794046,3.05,2.5,2.5,0.30937174950958546,7,7,Reverse,90.1,4.574999999999999,1
1770712079.998,57.83441033333334,12.307339500000001,57.83441350050402,12.307339718970232,3.05,2.5,2.5,0.36925037464437827,7,7,Reverse,90.0,4.574999999999999,1
