timestamp,raw_lat,raw_lon,filt_lat,filt_lon,raw_unc_m,filt_unc_m,hdop,speed_kmh,sats_used,sats_in_view,direction
1770562219.970779,57.83449500,12.30734967,57.83449670,12.30735387,3.648,2.500,2.530,0.61,4,4,Reverse
1770562220.954124,57.83449567,12.30736233,57.83449618,12.30735810,3.648,2.500,2.530,0.52,4,4,Forward
1770562221.9709084,57.83449617,12.30736367,57.83449617,12.30736088,3.648,2.500,2.530,0.45,4,4,Forward
1770562222.966429,57.83449683,12.30734517,57.83449650,12.30735303,3.648,2.500,2.530,0.44,4,4,Reverse
1770562223.9715526,57.83449200,12.30734250,57.83449425,12.30734776,3.648,2.500,2.530,0.80,4,4,Reverse
1770562224.9709003,57.83449533,12.30733900,57.83449479,12.30734338,3.648,2.500,2.530,0.75,4,4,Reverse
1770562225.9710958,57.83449033,12.30733933,57.83449256,12.30734136,3.648,2.500,2.530,0.57,4,4,Forward
1770562226.972099,57.83448583,12.30734017,57.83448920,12.30734076,3.648,2.500,2.530,1.11,4,4,Forward
1770562227.9665222,57.83448467,12.30729933,57.83448693,12.30732005,4.105,2.500,3.010,2.06,3,3,Reverse
1770562228.9700055,57.83448950,12.30728050,57.83448822,12.30730027,3.657,2.500,2.540,1.92,4,4,Reverse
1770562229.9692252,57.83448650,12.30725333,57.83448736,12.30727680,3.657,2.500,2.540,2.29,4,4,Reverse
1770562230.9708517,57.83448733,12.30724183,57.83448735,12.30725932,3.657,2.500,2.540,2.38,4,4,Reverse
1770562231.9690526,57.83448433,12.30724900,57.83448584,12.30725416,3.638,2.500,2.520,2.13,5,5,Forward
1770562232.971509,57.83449183,12.30724783,57.83448884,12.30725100,3.638,2.500,2.520,2.18,5,5,Reverse
1770562233.9746034,57.83449400,12.30724750,57.83449142,12.30724925,3.638,2.500,2.520,2.13,5,5,Reverse
1770562234.9687831,57.83450067,12.30725950,57.83449604,12.30725437,3.638,2.500,2.520,1.47,5,5,Forward
1770562235.9709766,57.83449600,12.30726933,57.83449602,12.30726185,3.638,2.500,2.520,0.45,5,5,Forward
1770562236.9689283,57.83450333,12.30728783,57.83449968,12.30727484,3.638,2.500,2.520,1.24,5,5,Forward
1770562237.9766355,57.83450400,12.30729067,57.83450184,12.30728276,3.638,2.500,2.520,1.20,5,5,Forward
1770562238.9708076,57.83450050,12.30730017,57.83450117,12.30729146,3.638,2.500,2.520,1.22,5,5,Forward
1770562239.9672918,57.83449483,12.30730900,57.83449800,12.30730023,3.638,2.500,2.520,1.45,5,5,Forward
1770562240.9718845,57.83448817,12.30731717,57.83449308,12.30730870,3.629,2.500,2.510,1.67,5,5,Forward
1770562241.9664242,57.83449133,12.30733650,57.83449221,12.30732260,3.629,2.500,2.510,2.29,5,5,Forward
1770562242.9751241,57.83447533,12.30733033,57.83448377,12.30732647,3.629,2.500,2.510,1.54,5,5,Reverse
1770562243.9695883,57.83445267,12.30732200,57.83446822,12.30732423,3.629,2.500,2.510,1.70,5,5,Reverse
1770562244.9760854,57.83445533,12.30733167,57.83446178,12.30732795,3.629,2.500,2.510,1.43,5,5,Forward
1770562245.9700751,57.83445167,12.30732850,57.83445672,12.30732822,3.629,2.500,2.510,0.89,5,5,Reverse
1770562246.9694319,57.83444250,12.30731950,57.83444961,12.30732386,3.629,2.500,2.510,0.96,5,5,Reverse
1770562247.9720082,57.83442300,12.30729133,57.83443631,12.30730760,3.629,2.500,2.510,2.32,5,5,Reverse
1770562248.9713535,57.83441683,12.30728567,57.83442657,12.30729663,3.629,2.500,2.510,2.54,5,5,Reverse
1770562249.9712505,57.83439900,12.30727000,57.83441278,12.30728332,3.629,2.500,2.510,2.98,5,5,Reverse
1770562250.9710858,57.83440000,12.30727883,57.83440639,12.30728107,3.457,2.500,2.330,1.76,5,5,Forward
1770562251.9772556,57.83440133,12.30727967,57.83440386,12.30728037,3.457,2.500,2.330,1.66,5,5,Forward
1770562252.971151,57.83438533,12.30727633,57.83439460,12.30727835,3.648,2.500,2.530,2.57,4,4,Reverse
1770562253.9689298,57.83437667,12.30727650,57.83438563,12.30727743,3.648,2.500,2.530,2.54,4,4,Forward
1770562254.9651742,57.83437517,12.30727683,57.83438040,12.30727713,3.648,2.500,2.530,1.53,4,4,Forward
1770562255.9717174,57.83438317,12.30728683,57.83438178,12.30728198,3.648,2.500,2.530,0.76,4,4,Forward
1770562256.9663618,57.83437250,12.30728067,57.83437714,12.30728132,3.648,2.500,2.530,1.05,4,4,Reverse
1770562257.974436,57.83435567,12.30726483,57.83436640,12.30727308,3.648,2.500,2.530,1.58,4,4,Reverse
1770562258.9714391,57.83434400,12.30724917,57.83435520,12.30726112,3.429,2.500,2.300,1.73,6,6,Reverse
1770562259.971029,57.83432533,12.30723150,57.83434027,12.30724631,3.429,2.500,2.300,1.68,6,6,Reverse
1770562260.9713006,57.83432067,12.30722583,57.83433047,12.30723607,3.429,2.500,2.300,1.33,6,6,Reverse
1770562261.975858,57.83430000,12.30720200,57.83431523,12.30721904,3.429,2.500,2.300,2.92,6,6,Reverse
1770562262.973441,57.83429000,12.30719950,57.83430262,12.30720927,3.429,2.500,2.300,3.00,6,6,Reverse
1770562263.9795074,57.83429050,12.30720433,57.83429656,12.30720680,3.429,2.500,2.300,2.60,6,6,Forward
1770562264.9752052,57.83430100,12.30721383,57.83429878,12.30721032,3.619,2.500,2.500,1.98,5,5,Forward
1770562265.969036,57.83431700,12.30723383,57.83430789,12.30722208,3.619,2.500,2.500,0.96,5,5,Forward
1770562266.9710581,57.83432467,12.30724883,57.83431628,12.30723545,3.619,2.500,2.500,0.88,5,5,Forward
1770562267.972078,57.83433417,12.30727133,57.83432522,12.30725339,2.419,2.500,1.240,1.57,6,6,Forward
1770562268.9707913,57.83434167,12.30729200,57.83433344,12.30727270,2.419,2.500,1.240,2.15,6,6,Forward
1770562269.9710522,57.83435750,12.30730433,57.83434547,12.30728852,2.419,2.500,1.240,2.16,6,6,Forward
1770562270.9852874,57.83437050,12.30732150,57.83435799,12.30730501,2.257,2.500,1.070,3.26,7,7,Forward
1770562271.9749036,57.83437383,12.30731950,57.83436591,12.30731225,2.257,2.500,1.070,2.83,7,7,Reverse
1770562272.9710886,57.83437367,12.30731550,57.83436979,12.30731388,2.295,2.500,1.110,2.08,6,6,Reverse
1770562273.971298,57.83438667,12.30731050,57.83437823,12.30731219,2.295,2.500,1.110,2.57,6,6,Reverse
1770562274.9760542,57.83439233,12.30732167,57.83438528,12.30731693,2.295,2.500,1.110,2.37,6,6,Forward
1770562275.9759011,57.83439383,12.30732867,57.83438956,12.30732280,2.219,2.500,1.030,1.74,7,7,Forward
1770562276.953174,57.83439700,12.30732550,57.83439328,12.30732415,2.438,2.500,1.260,1.38,6,6,Reverse
1770562277.9712715,57.83440083,12.30733150,57.83439706,12.30732782,3.238,2.500,2.100,1.48,5,5,Forward
1770562278.9661841,57.83441467,12.30733250,57.83440586,12.30733016,2.438,2.500,1.260,2.23,6,6,Forward
1770562279.9770188,57.83442433,12.30734433,57.83441510,12.30733725,2.438,2.500,1.260,2.71,6,6,Forward
1770562280.9706917,57.83442917,12.30733983,57.83442213,12.30733854,2.438,2.500,1.260,2.35,6,6,Reverse
1770562281.966327,57.83442783,12.30734500,57.83442498,12.30734177,2.438,2.500,1.260,1.85,6,6,Forward
1770562282.9743743,57.83443350,12.30733983,57.83442924,12.30734080,2.629,2.500,1.460,1.81,5,5,Reverse
1770562283.9761028,57.83443733,12.30732833,57.83443329,12.30733457,2.629,2.500,1.460,1.71,5,5,Reverse
1770562284.9749563,57.83443767,12.30730583,57.83443548,12.30732020,2.629,2.500,1.460,2.03,5,5,Reverse
1770562285.9691806,57.83444650,12.30729467,57.83444099,12.30730743,2.638,2.500,1.470,2.44,5,5,Reverse
1770562286.9718268,57.83446067,12.30728750,57.83445083,12.30729747,2.638,2.500,1.470,3.03,5,5,Reverse
1770562287.9726698,57.83445467,12.30727417,57.83445275,12.30728582,2.438,2.500,1.260,2.05,6,6,Reverse
1770562288.9694612,57.83444983,12.30726033,57.83445129,12.30727308,2.438,2.500,1.260,1.95,6,6,Reverse
1770562289.9749634,57.83444833,12.30725383,57.83444981,12.30726345,2.438,2.500,1.260,1.63,6,6,Reverse
1770562290.9713955,57.83444733,12.30724500,57.83444857,12.30725423,2.438,2.500,1.260,1.54,6,6,Reverse
1770562291.9775243,57.83444383,12.30724567,57.83444620,12.30724995,2.438,2.500,1.260,1.29,6,6,Forward
1770562292.9748073,57.83445183,12.30724533,57.83444902,12.30724764,2.438,2.500,1.260,0.82,6,6,Reverse
1770562293.9728599,57.83446017,12.30724467,57.83445459,12.30724615,2.438,2.500,1.260,1.10,6,6,Reverse
1770562294.9551196,57.83445650,12.30724067,57.83445555,12.30724341,2.457,2.500,1.280,0.76,5,5,Reverse
1770562295.9719343,57.83445867,12.30724100,57.83445711,12.30724221,2.457,2.500,1.280,0.62,5,5,Forward
1770562296.9677854,57.83446350,12.30723983,57.83446030,12.30724102,2.457,2.500,1.280,0.68,5,5,Reverse
1770562297.9711506,57.83446600,12.30724100,57.83446315,12.30724101,2.457,2.500,1.280,0.51,5,5,Forward
1770562298.9712143,57.83446433,12.30724000,57.83446374,12.30724050,2.457,2.500,1.280,0.09,5,5,Reverse
1770562299.974307,57.83446650,12.30723617,57.83446512,12.30723834,2.410,2.500,1.230,0.13,4,4,Reverse
1770562300.974344,57.83447383,12.30723617,57.83446948,12.30723725,2.638,2.500,1.470,0.76,5,5,Stopped
1770562301.9803853,57.83447283,12.30723250,57.83447116,12.30723488,2.638,2.500,1.470,0.39,5,5,Reverse
1770562302.9712708,57.83446650,12.30724000,57.83446883,12.30723744,2.438,2.500,1.260,0.70,6,6,Forward
1770562303.9673777,57.83447983,12.30725333,57.83447433,12.30724539,2.438,2.500,1.260,1.75,6,6,Forward
1770562304.973064,57.83448017,12.30726133,57.83447725,12.30725336,2.438,2.500,1.260,1.84,6,6,Forward
1770562305.9685495,57.83446500,12.30725550,57.83447112,12.30725443,2.438,2.500,1.260,0.86,6,6,Reverse
1770562306.9664218,57.83446467,12.30726317,57.83446790,12.30725880,2.457,2.500,1.280,0.93,5,5,Forward
1770562307.97202,57.83449483,12.30729700,57.83448136,12.30727790,3.257,2.500,2.120,3.26,4,4,Forward
1770562308.9683409,57.83449533,12.30730917,57.83448835,12.30729353,2.457,2.500,1.280,2.96,5,5,Forward
1770562309.9730787,57.83450300,12.30732100,57.83449567,12.30730727,3.257,2.500,2.120,3.16,4,4,Forward
1770562310.9688525,57.83450517,12.30732467,57.83450042,12.30731597,2.457,2.500,1.280,2.69,5,5,Forward
1770562311.9743621,57.83451483,12.30733100,57.83450763,12.30732348,2.457,2.500,1.280,3.22,5,5,Forward
1770562312.9716115,57.83451633,12.30732883,57.83451198,12.30732616,3.038,2.500,1.890,2.92,5,5,Reverse
1770562313.9776118,57.83449250,12.30727183,57.83450224,12.30729900,3.038,2.500,1.890,0.95,5,5,Reverse
1770562314.9640565,57.83449433,12.30725967,57.83449829,12.30727933,2.857,2.500,1.700,1.24,6,6,Reverse
1770562315.9692848,57.83448283,12.30723750,57.83449056,12.30725842,3.038,2.500,1.890,1.26,5,5,Reverse
1770562316.9647388,57.83447000,12.30721750,57.83448028,12.30723796,3.038,2.500,1.890,1.91,5,5,Reverse
1770562317.9709334,57.83446750,12.30721983,57.83447389,12.30722890,3.038,2.500,1.890,1.29,5,5,Forward
1770562318.9665895,57.83446467,12.30721933,57.83446928,12.30722411,3.038,2.500,1.890,1.08,5,5,Reverse
1770562319.9742353,57.83443917,12.30716567,57.83445422,12.30719489,3.733,2.500,2.620,2.27,4,4,Reverse
1770562320.970603,57.83441617,12.30712417,57.83443519,12.30715953,3.448,2.500,2.320,3.19,5,5,Reverse
1770562321.9755852,57.83439500,12.30707050,57.83441510,12.30711501,3.448,2.500,2.320,3.73,5,5,Reverse
1770562322.9710267,57.83438533,12.30708750,57.83440022,12.30710126,3.448,2.500,2.320,3.28,5,5,Forward
1770562323.9771142,57.83437767,12.30707717,57.83438894,12.30708921,3.038,2.500,1.890,3.37,6,6,Reverse
1770562324.9721677,57.83436683,12.30706017,57.83437789,12.30707469,3.629,2.500,2.510,3.24,5,5,Reverse
1770562325.9705453,57.83435867,12.30704200,57.83436828,12.30705834,2.495,2.500,1.320,3.14,6,6,Reverse
1770562326.9664304,57.83433550,12.30698317,57.83435189,12.30702076,2.495,2.500,1.320,3.96,6,6,Reverse
1770562327.9717364,57.83432033,12.30692133,57.83433611,12.30697104,3.210,2.500,2.070,4.76,5,5,Reverse
1770562328.967677,57.83429900,12.30686067,57.83431756,12.30691586,3.210,2.500,2.070,5.61,5,5,Reverse
1770562329.9630215,57.83428167,12.30680533,57.83429961,12.30686059,3.210,2.500,2.070,5.91,5,5,Reverse
1770562330.9687235,57.83426833,12.30674983,57.83428397,12.30680521,3.610,2.500,2.490,5.90,4,4,Reverse
1770562331.9647386,57.83427083,12.30670417,57.83427740,12.30675469,3.610,2.500,2.490,4.59,4,4,Reverse
1770562332.9619832,57.83426717,12.30662150,57.83427228,12.30668810,3.610,2.500,2.490,5.58,4,4,Reverse
1770562333.9678054,57.83426317,12.30655183,57.83426773,12.30661996,3.610,2.500,2.490,6.05,4,4,Reverse
1770562334.9739804,57.83425833,12.30646100,57.83426303,12.30654048,3.610,2.500,2.490,7.47,4,4,Reverse
1770562339.9741747,57.83423733,12.30631183,57.83425018,12.30642616,6.000,2.500,99.990,6.73,0,0,Reverse
1770562340.9691277,57.83424417,12.30625917,57.83424717,12.30634266,6.000,2.500,5.950,7.11,3,3,Reverse
1770562341.975832,57.83424933,12.30620917,57.83424825,12.30627591,6.000,2.500,5.950,7.61,3,3,Reverse
1770562342.971066,57.83424817,12.30650700,57.83424821,12.30639146,6.000,2.500,5.960,2.69,3,3,Forward
1770562343.9684083,57.83424900,12.30663283,57.83424861,12.30651215,2.524,2.500,1.350,1.73,4,4,Forward
1770562344.9730213,57.83424817,12.30678983,57.83424839,12.30665099,2.524,2.500,1.350,0.75,4,4,Forward
1770562345.967627,57.83424350,12.30687600,57.83424594,12.30676349,2.524,2.500,1.350,1.06,4,4,Forward
1770562346.9661443,57.83424350,12.30690417,57.83424472,12.30683383,2.495,2.500,1.320,0.65,5,5,Forward
1770562347.9743037,57.83425133,12.30691483,57.83424803,12.30687433,2.495,2.500,1.320,0.68,5,5,Forward
1770562348.9712615,57.83426117,12.30698450,57.83425460,12.30692942,6.000,2.500,5.800,0.21,4,4,Forward
1770562349.9757044,57.83428533,12.30707867,57.83426997,12.30700404,5.210,2.500,4.170,2.60,5,5,Forward
1770562350.9685264,57.83430083,12.30711617,57.83428540,12.30706010,5.210,2.500,4.170,2.26,5,5,Forward
1770562351.9729486,57.83431150,12.30714917,57.83429845,12.30710464,5.210,2.500,4.170,1.96,5,5,Forward
1770562352.9683955,57.83431533,12.30716150,57.83430689,12.30713307,5.210,2.500,4.170,1.01,5,5,Forward
1770562353.975622,57.83431533,12.30718217,57.83431111,12.30715762,5.210,2.500,4.170,0.59,5,5,Forward
1770562354.961077,57.83432450,12.30719283,57.83431781,12.30717523,5.210,2.500,4.170,0.59,5,5,Forward
1770562355.9710324,57.83432200,12.30720217,57.83431990,12.30718870,6.000,2.500,7.520,0.16,4,4,Forward
1770562356.974879,57.83432650,12.30721250,57.83432320,12.30720060,5.210,2.500,4.170,0.32,5,5,Forward
1770562357.9710658,57.83432933,12.30722350,57.83432627,12.30721205,2.829,2.500,1.670,0.16,6,6,Forward
1770562358.9762204,57.83434183,12.30723433,57.83433405,12.30722319,5.210,2.500,4.170,0.30,5,5,Forward
1770562359.9725454,57.83432350,12.30723233,57.83432878,12.30722776,2.829,2.500,1.670,0.92,6,6,Reverse
1770562360.9710367,57.83431600,12.30720667,57.83432239,12.30721721,2.533,2.500,1.360,1.60,4,4,Reverse
1770562361.9751852,57.83430783,12.30720767,57.83431511,12.30721244,2.533,2.500,1.360,1.52,4,4,Forward
1770562362.972691,57.83430017,12.30719617,57.83430764,12.30720430,2.533,2.500,1.360,2.15,4,4,Reverse
1770562363.9745998,57.83429833,12.30719383,57.83430299,12.30719907,2.533,2.500,1.360,2.28,4,4,Reverse
1770562364.9735198,57.83429683,12.30719333,57.83429991,12.30719620,2.467,2.500,1.290,2.34,5,5,Reverse
1770562365.969721,57.83429817,12.30719750,57.83429904,12.30719685,2.467,2.500,1.290,1.86,5,5,Forward
1770562366.9536166,57.83429783,12.30719050,57.83429844,12.30719368,2.467,2.500,1.290,2.11,5,5,Reverse
1770562367.9695477,57.83430050,12.30717083,57.83429947,12.30718225,2.467,2.500,1.290,2.67,5,5,Reverse
1770562368.9716082,57.83430483,12.30715983,57.83430215,12.30717104,2.467,2.500,1.290,2.66,5,5,Reverse
1770562369.9717474,57.83430717,12.30718133,57.83430466,12.30717619,2.467,2.500,1.290,1.41,5,5,Forward
1770562370.9690464,57.83430550,12.30717750,57.83430508,12.30717684,2.467,2.500,1.290,1.61,5,5,Reverse
1770562371.9708145,57.83430967,12.30717817,57.83430737,12.30717751,2.467,2.500,1.290,1.35,5,5,Forward
1770562372.9685047,57.83431533,12.30716067,57.83431135,12.30716909,2.467,2.500,1.290,1.98,5,5,Reverse
1770562373.9660075,57.83432100,12.30715233,57.83431618,12.30716071,2.467,2.500,1.290,2.28,5,5,Reverse
1770562374.970895,57.83432033,12.30716100,57.83431825,12.30716085,2.467,2.500,1.290,1.51,5,5,Forward
1770562375.9661953,57.83431933,12.30715400,57.83431879,12.30715743,2.467,2.500,1.290,1.62,5,5,Reverse
1770562376.971551,57.83429450,12.30708583,57.83430665,12.30712163,2.467,2.500,1.290,2.80,5,5,Reverse
1770562377.9716551,57.83429967,12.30710083,57.83430316,12.30711123,2.305,2.500,1.120,1.77,6,6,Forward
1770562378.9675608,57.83430150,12.30711083,57.83430233,12.30711103,2.467,2.500,1.290,1.28,5,5,Forward
1770562379.9718895,57.83430167,12.30710983,57.83430200,12.30711043,2.467,2.500,1.290,1.33,5,5,Reverse
1770562380.9778268,57.83431250,12.30711500,57.83430725,12.30711272,2.467,2.500,1.290,0.79,5,5,Forward
1770562381.9710693,57.83431717,12.30711500,57.83431221,12.30711386,2.467,2.500,1.290,0.97,5,5,Stopped
1770562382.9695377,57.83432483,12.30710650,57.83431852,12.30711018,2.467,2.500,1.290,1.65,5,5,Reverse
1770562383.9641738,57.83432750,12.30708867,57.83432301,12.30709942,2.467,2.500,1.290,2.25,5,5,Reverse
1770562384.9710283,57.83433167,12.30708217,57.83432734,12.30709079,2.533,2.500,1.360,2.29,4,4,Reverse
1770562385.966359,57.83432467,12.30709050,57.83432600,12.30709065,2.533,2.500,1.360,1.10,4,4,Forward
1770562386.964002,57.83432083,12.30710683,57.83432342,12.30709874,2.533,2.500,1.360,0.52,4,4,Forward
1770562387.9696367,57.83432517,12.30714683,57.83432429,12.30712279,2.533,2.500,1.360,1.41,4,4,Forward
1770562388.963928,57.83432033,12.30714650,57.83432231,12.30713464,2.400,2.500,1.220,0.95,6,6,Reverse
1770562389.9705322,57.83431800,12.30713383,57.83432016,12.30713424,2.400,2.500,1.220,0.12,6,6,Reverse
1770562390.971,57.83430917,12.30713467,57.83431466,12.30713445,2.400,2.500,1.220,0.76,6,6,Forward
1770562391.976164,57.83430050,12.30713217,57.83430758,12.30713331,2.400,2.500,1.220,1.19,6,6,Reverse
1770562392.971496,57.83429433,12.30714583,57.83430096,12.30713957,2.400,2.500,1.220,1.36,6,6,Forward
1770562393.9667416,57.83428867,12.30713683,57.83429481,12.30713820,2.467,2.500,1.290,1.67,5,5,Reverse
1770562394.9612837,57.83428500,12.30713067,57.83428991,12.30713443,2.505,2.500,1.330,1.68,5,5,Reverse
1770562395.970665,57.83428633,12.30713417,57.83428812,12.30713430,2.533,2.500,1.360,1.22,4,4,Forward
1770562396.9672117,57.83428467,12.30713967,57.83428639,12.30713698,4.286,2.500,3.200,0.94,3,3,Forward
1770562397.971174,57.83427850,12.30714683,57.83428245,12.30714191,4.286,2.500,3.200,1.11,3,3,Forward
1770562398.9530537,57.83427633,12.30714933,57.83427939,12.30714562,4.286,2.500,3.200,1.19,3,3,Forward
1770562399.9730465,57.83427300,12.30714367,57.83427619,12.30714464,4.286,2.500,3.200,1.53,3,3,Reverse
1770562400.966469,57.83425667,12.30716017,57.83426643,12.30715241,3.571,2.500,2.450,2.42,4,4,Forward
1770562401.971391,57.83425000,12.30716800,57.83425822,12.30716020,3.571,2.500,2.450,2.74,4,4,Forward
1770562402.9663978,57.83423167,12.30716067,57.83424494,12.30716043,3.543,2.500,2.420,3.47,5,5,Reverse
1770562403.9662986,57.83421300,12.30715450,57.83422897,12.30715747,4.733,2.500,3.670,4.22,4,4,Reverse
1770562404.9725506,57.83419167,12.30713300,57.83421032,12.30714523,4.733,2.500,3.670,4.82,4,4,Reverse
1770562405.9711316,57.83417050,12.30708967,57.83419041,12.30711745,4.733,2.500,3.670,5.51,4,4,Reverse
1770562406.9708571,57.83415800,12.30706483,57.83417420,12.30709114,3.543,2.500,2.420,5.99,5,5,Reverse
1770562407.9662228,57.83415150,12.30705450,57.83416285,12.30707282,3.543,2.500,2.420,5.78,5,5,Reverse
1770562408.971183,57.83413133,12.30703683,57.83414709,12.30705483,3.543,2.500,2.420,6.36,5,5,Reverse
1770562409.9707904,57.83412983,12.30704000,57.83413846,12.30704741,3.543,2.500,2.420,6.04,5,5,Forward
1770562410.9661098,57.83414500,12.30705800,57.83414173,12.30705271,3.543,2.500,2.420,4.53,5,5,Forward
1770562411.9730077,57.83412150,12.30704950,57.83413162,12.30705110,3.543,2.500,2.420,5.15,5,5,Reverse
1770562412.9660084,57.83411150,12.30705033,57.83412156,12.30705072,3.543,2.500,2.420,4.78,5,5,Forward
1770562413.9552886,57.83411467,12.30705567,57.83411811,12.30705319,6.000,2.500,5.510,4.03,4,4,Forward
1770562414.971349,57.83411117,12.30706433,57.83411464,12.30705876,3.543,2.500,2.420,3.72,5,5,Forward
1770562415.966292,57.83410233,12.30706483,57.83410849,12.30706180,3.543,2.500,2.420,4.09,5,5,Forward
1770562416.9534473,57.83408550,12.30705783,57.83409699,12.30705982,3.543,2.500,2.420,5.36,5,5,Reverse
1770562417.9690661,57.83410233,12.30707550,57.83409966,12.30706766,3.562,2.500,2.440,4.02,4,4,Forward
1770562418.9711475,57.83411183,12.30708867,57.83410575,12.30707816,3.562,2.500,2.440,3.18,4,4,Forward
1770562419.9684272,57.83412400,12.30708967,57.83411487,12.30708391,3.562,2.500,2.440,2.51,4,4,Forward
1770562420.9544485,57.83414367,12.30710850,57.83412927,12.30709621,3.562,2.500,2.440,1.71,4,4,Forward
1770562421.9707189,57.83415167,12.30712783,57.83414047,12.30711202,3.562,2.500,2.440,2.14,4,4,Forward
1770562422.9676633,57.83414983,12.30711333,57.83414515,12.30711268,3.562,2.500,2.440,2.12,4,4,Reverse
1770562423.956987,57.83415617,12.30711367,57.83415066,12.30711317,3.562,2.500,2.440,1.42,4,4,Forward
1770562424.9684515,57.83416500,12.30711867,57.83415783,12.30711592,3.562,2.500,2.440,1.29,4,4,Forward
1770562425.953023,57.83416000,12.30711167,57.83415891,12.30711379,3.562,2.500,2.440,2.01,4,4,Reverse
1770562426.9718149,57.83416667,12.30712200,57.83416279,12.30711790,3.562,2.500,2.440,1.80,4,4,Forward
1770562427.966339,57.83417183,12.30712417,57.83416731,12.30712103,3.562,2.500,2.440,1.80,4,4,Forward
1770562428.9695601,57.83418017,12.30711433,57.83417374,12.30711768,3.562,2.500,2.440,1.55,4,4,Reverse
1770562429.9685225,57.83418950,12.30708733,57.83418162,12.30710251,5.724,2.500,4.710,2.44,3,3,Reverse
1770562430.9531608,57.83419617,12.30706483,57.83418889,12.30708367,5.724,2.500,4.710,3.04,3,3,Reverse
1770562431.96935,57.83419900,12.30706217,57.83419395,12.30707292,5.724,2.500,4.710,2.52,3,3,Reverse
1770562432.9642842,57.83419833,12.30705217,57.83419614,12.30706254,5.714,2.500,4.700,2.46,3,3,Reverse
1770562433.9694002,57.83420917,12.30705267,57.83420265,12.30705760,5.714,2.500,4.700,2.05,3,3,Forward
1770562434.9665022,57.83422267,12.30707167,57.83421266,12.30706464,5.714,2.500,4.700,0.86,3,3,Forward
1770562435.9752975,57.83423567,12.30709133,57.83422416,12.30707798,5.705,2.500,4.690,0.11,3,3,Forward
1770562436.9665537,57.83424483,12.30710367,57.83423450,12.30709083,3.562,2.500,2.440,0.34,4,4,Forward
1770562437.96361,57.83426033,12.30710517,57.83424742,12.30709800,3.562,2.500,2.440,1.03,4,4,Forward
1770562438.9689512,57.83426150,12.30709883,57.83425446,12.30709841,5.705,2.500,4.690,0.74,3,3,Reverse
1770562439.9664226,57.83424783,12.30707733,57.83425115,12.30708787,5.695,2.500,4.680,1.17,3,3,Reverse
1770562440.9723396,57.83423700,12.30705833,57.83424407,12.30707310,5.695,2.500,4.680,1.98,3,3,Reverse
1770562441.9670203,57.83423183,12.30703817,57.83423795,12.30705564,5.695,2.500,4.680,2.26,3,3,Reverse
1770562442.9513907,57.83425033,12.30705617,57.83424414,12.30705590,5.695,2.500,4.680,1.08,3,3,Forward
1770562443.9683213,57.83427633,12.30708350,57.83426024,12.30706970,5.686,2.500,4.670,0.51,3,3,Forward
