timestamp,raw_lat,raw_lon,filt_lat,filt_lon,raw_unc_m,filt_unc_m,altitude_m,alt_unc_m,hdop,speed_kmh,sats_used,sats_in_view,fix_quality,fix_meaning,direction
1770572721.8826053,57.83437817,12.30731933,57.83437500,12.30731717,2.457,3.751,75.00,4.80,1.280,1.05,7,7,1,GPS Fix (SPS),Stopped
1770572722.878272,57.83436867,12.30731583,57.83437183,12.30731650,2.457,3.149,74.90,4.80,1.280,1.36,7,7,1,GPS Fix (SPS),Stopped
1770572723.8824244,57.83437100,12.30731650,57.83437142,12.30731650,2.457,2.648,75.10,4.80,1.280,0.75,7,7,1,GPS Fix (SPS),Stopped
1770572724.8903117,57.83437267,12.30731333,57.83437204,12.30731492,2.457,2.500,75.30,4.80,1.280,0.41,7,7,1,GPS Fix (SPS),Stopped
1770572725.887544,57.83437483,12.30731367,57.83437344,12.30731429,2.457,2.500,75.40,4.80,1.280,0.22,7,7,1,GPS Fix (SPS),Stopped
1770572726.876833,57.83437850,12.30730617,57.83437597,12.30731023,2.457,2.500,75.40,4.80,1.280,0.96,7,7,1,GPS Fix (SPS),Reverse
1770572727.8773553,57.83438067,12.30730883,57.83437832,12.30730953,2.457,2.500,75.50,4.80,1.280,0.39,7,7,1,GPS Fix (SPS),Stopped
1770572728.8816566,57.83438050,12.30731117,57.83437941,12.30731035,2.457,2.500,75.70,4.80,1.280,0.04,7,7,1,GPS Fix (SPS),Stopped
1770572729.8755708,57.83438300,12.30730567,57.83438120,12.30730801,2.476,2.500,75.90,4.88,1.300,0.54,6,6,1,GPS Fix (SPS),Stopped
1770572730.8771312,57.83437850,12.30730617,57.83437985,12.30730709,2.476,2.500,75.90,4.88,1.300,0.49,6,6,1,GPS Fix (SPS),Stopped
1770572731.8830543,57.83438050,12.30730500,57.83438018,12.30730604,2.476,2.500,76.10,4.88,1.300,0.27,6,6,1,GPS Fix (SPS),Stopped
