timestamp,raw_lat,raw_lon,filt_lat,filt_lon,raw_unc_m,filt_unc_m,altitude_m,alt_unc_m,hdop,speed_kmh,sats_used,sats_in_view,fix_quality,fix_meaning,direction
1770572749.8827062,57.83440167,12.30731633,57.83440542,12.30731975,2.457,3.751,75.50,4.80,1.280,0.96,7,7,1,GPS Fix (SPS),Stopped
1770572750.882351,57.83440000,12.30731550,57.83440271,12.30731762,2.457,3.149,75.60,4.80,1.280,0.89,7,7,1,GPS Fix (SPS),Stopped
1770572751.8774896,57.83439833,12.30731600,57.83440052,12.30731681,2.457,2.648,75.50,4.80,1.280,0.89,7,7,1,GPS Fix (SPS),Stopped
1770572752.8861485,57.83440167,12.30731017,57.83440109,12.30731349,2.457,2.500,75.20,4.80,1.280,0.65,7,7,1,GPS Fix (SPS),Stopped
1770572753.8823128,57.83440150,12.30730233,57.83440130,12.30730791,2.457,2.500,75.20,4.80,1.280,1.00,7,7,1,GPS Fix (SPS),Reverse
1770572754.8824902,57.83440417,12.30730017,57.83440273,12.30730404,2.457,2.500,75.30,4.80,1.280,0.71,7,7,1,GPS Fix (SPS),Reverse
1770572755.8810072,57.83440133,12.30729667,57.83440203,12.30730035,2.457,2.500,75.30,4.80,1.280,0.65,7,7,1,GPS Fix (SPS),Reverse
1770572756.8825636,57.83440850,12.30730150,57.83440527,12.30730093,2.457,2.500,75.80,4.80,1.280,0.71,7,7,1,GPS Fix (SPS),Stopped
1770572757.8817482,57.83442117,12.30728517,57.83441322,12.30729305,2.457,2.500,75.90,4.80,1.280,2.31,7,7,1,GPS Fix (SPS),Reverse
1770572758.8763428,57.83442933,12.30728483,57.83442127,12.30728894,2.457,2.500,76.20,4.80,1.280,2.22,7,7,1,GPS Fix (SPS),Reverse
1770572759.8824263,57.83443350,12.30728117,57.83442739,12.30728505,2.457,2.500,76.30,4.80,1.280,2.20,7,7,1,GPS Fix (SPS),Reverse
1770572760.889408,57.83442817,12.30728933,57.83442778,12.30728719,2.457,2.500,76.70,4.80,1.280,1.42,7,7,1,GPS Fix (SPS),Stopped
1770572761.8841631,57.83443150,12.30727100,57.83442964,12.30727910,2.457,2.500,77.00,4.80,1.280,1.77,7,7,1,GPS Fix (SPS),Reverse
1770572762.8794675,57.83443167,12.30727367,57.83443065,12.30727638,2.457,2.500,77.10,4.80,1.280,1.21,7,7,1,GPS Fix (SPS),Stopped
1770572763.885511,57.83443850,12.30727117,57.83443458,12.30727377,2.457,2.500,77.50,4.80,1.280,1.52,7,7,1,GPS Fix (SPS),Stopped
1770572764.880497,57.83444167,12.30726767,57.83443812,12.30727072,2.457,2.500,77.80,4.80,1.280,1.62,7,7,1,GPS Fix (SPS),Stopped
1770572765.8779387,57.83445233,12.30726567,57.83444523,12.30726819,3.171,2.500,77.90,7.61,2.030,2.02,5,5,1,GPS Fix (SPS),Stopped
1770572766.882804,57.83445333,12.30726133,57.83444928,12.30726476,3.057,2.500,78.00,7.16,1.910,1.82,6,6,1,GPS Fix (SPS),Reverse
1770572767.8881812,57.83445433,12.30725750,57.83445181,12.30726113,3.057,2.500,78.00,7.16,1.910,1.56,6,6,1,GPS Fix (SPS),Reverse
1770572768.8837767,57.83445683,12.30725717,57.83445432,12.30725915,2.457,2.500,77.90,4.80,1.280,1.31,7,7,1,GPS Fix (SPS),Stopped
1770572769.8749213,57.83445067,12.30726533,57.83445249,12.30726224,2.457,2.500,77.90,4.80,1.280,0.39,7,7,1,GPS Fix (SPS),Stopped
1770572770.882386,57.83443700,12.30725983,57.83444475,12.30726104,2.505,2.500,78.00,4.99,1.330,1.25,6,6,1,GPS Fix (SPS),Stopped
1770572771.8767903,57.83443150,12.30726817,57.83443812,12.30726460,2.505,2.500,78.00,4.99,1.330,1.37,6,6,1,GPS Fix (SPS),Forward
1770572772.8754804,57.83441750,12.30726283,57.83442781,12.30726372,2.505,2.500,78.20,4.99,1.330,2.33,6,6,1,GPS Fix (SPS),Stopped
1770572773.8836367,57.83440033,12.30725983,57.83441407,12.30726178,2.505,2.500,78.50,4.99,1.330,2.99,6,6,1,GPS Fix (SPS),Stopped
1770572774.8770452,57.83441133,12.30726900,57.83441270,12.30726539,2.505,2.500,78.80,4.99,1.330,1.52,6,6,1,GPS Fix (SPS),Forward
1770572775.8827891,57.83441150,12.30727617,57.83441210,12.30727078,3.400,2.500,78.80,8.51,2.270,1.38,5,5,1,GPS Fix (SPS),Forward
1770572776.8745883,57.83440033,12.30727950,57.83440622,12.30727514,2.505,2.500,78.80,4.99,1.330,2.23,6,6,1,GPS Fix (SPS),Forward
1770572777.882608,57.83438917,12.30728433,57.83439769,12.30727974,2.505,2.500,78.80,4.99,1.330,2.89,6,6,1,GPS Fix (SPS),Forward
1770572778.8826492,57.83438467,12.30729133,57.83439118,12.30728553,2.505,2.500,78.70,4.99,1.330,2.66,6,6,1,GPS Fix (SPS),Forward
1770572779.886955,57.83439183,12.30729900,57.83439151,12.30729227,2.505,2.500,78.60,4.99,1.330,2.48,6,6,1,GPS Fix (SPS),Forward
1770572780.8811097,57.83439483,12.30730767,57.83439317,12.30729997,2.505,2.500,78.30,4.99,1.330,2.37,6,6,1,GPS Fix (SPS),Forward
1770572781.876336,57.83437417,12.30730650,57.83438367,12.30730323,2.505,2.500,78.10,4.99,1.330,3.12,6,6,1,GPS Fix (SPS),Stopped
1770572782.8807433,57.83437400,12.30731017,57.83437883,12.30730670,2.505,2.500,78.20,4.99,1.330,2.82,6,6,1,GPS Fix (SPS),Forward
1770572783.8763173,57.83439050,12.30731400,57.83438467,12.30731035,2.505,2.500,77.90,4.99,1.330,1.53,6,6,1,GPS Fix (SPS),Forward
1770572784.8796492,57.83439050,12.30731467,57.83438758,12.30731251,2.505,2.500,77.80,4.99,1.330,1.72,6,6,1,GPS Fix (SPS),Stopped
1770572785.8751557,57.83438850,12.30730683,57.83438804,12.30730967,2.505,2.500,78.10,4.99,1.330,1.36,6,6,1,GPS Fix (SPS),Stopped
1770572786.8827171,57.83439933,12.30730650,57.83439369,12.30730809,2.505,2.500,77.90,4.99,1.330,0.44,6,6,1,GPS Fix (SPS),Stopped
1770572787.8777719,57.83440517,12.30730367,57.83439943,12.30730588,2.505,2.500,77.90,4.99,1.330,0.63,6,6,1,GPS Fix (SPS),Stopped
1770572788.87283,57.83440200,12.30730933,57.83440071,12.30730760,2.505,2.500,77.70,4.99,1.330,0.73,6,6,1,GPS Fix (SPS),Stopped
1770572789.8720155,57.83440567,12.30729417,57.83440319,12.30730089,2.505,2.500,77.50,4.99,1.330,0.57,6,6,1,GPS Fix (SPS),Reverse
1770572790.8835025,57.83439683,12.30729133,57.83440001,12.30729611,2.505,2.500,77.10,4.99,1.330,1.04,6,6,1,GPS Fix (SPS),Reverse
1770572791.8784385,57.83439667,12.30729333,57.83439834,12.30729472,2.505,2.500,76.80,4.99,1.330,0.72,6,6,1,GPS Fix (SPS),Stopped
1770572792.883892,57.83440067,12.30729350,57.83439950,12.30729411,2.505,2.500,76.50,4.99,1.330,0.46,6,6,1,GPS Fix (SPS),Stopped
1770572793.8826795,57.83441467,12.30728583,57.83440708,12.30728997,2.505,2.500,76.10,4.99,1.330,1.23,6,6,1,GPS Fix (SPS),Reverse
1770572794.875674,57.83441967,12.30728067,57.83441338,12.30728532,3.400,2.500,76.00,8.51,2.270,1.49,5,5,1,GPS Fix (SPS),Reverse
1770572795.8660161,57.83442233,12.30727867,57.83441785,12.30728199,3.400,2.500,75.80,8.51,2.270,1.42,5,5,1,GPS Fix (SPS),Stopped
1770572796.8771663,57.83442900,12.30728117,57.83442343,12.30728158,3.400,2.500,75.80,8.51,2.270,1.59,5,5,1,GPS Fix (SPS),Stopped
1770572797.8712296,57.83443033,12.30727367,57.83442688,12.30727762,3.400,2.500,75.50,8.51,2.270,1.47,5,5,1,GPS Fix (SPS),Reverse
1770572798.8755317,57.83443650,12.30728383,57.83443169,12.30728073,3.400,2.500,75.70,8.51,2.270,1.52,5,5,1,GPS Fix (SPS),Stopped
1770572799.8754447,57.83444000,12.30729750,57.83443585,12.30728911,3.400,2.500,75.70,8.51,2.270,1.85,5,5,1,GPS Fix (SPS),Forward
1770572800.8772058,57.83443900,12.30730850,57.83443742,12.30729881,3.400,2.500,75.80,8.51,2.270,1.59,5,5,1,GPS Fix (SPS),Forward
1770572801.8723168,57.83443033,12.30730967,57.83443388,12.30730424,3.400,2.500,75.90,8.51,2.270,0.41,5,5,1,GPS Fix (SPS),Forward
1770572802.8748477,57.83443350,12.30731467,57.83443369,12.30730945,3.400,2.500,75.90,8.51,2.270,0.79,5,5,1,GPS Fix (SPS),Forward
1770572803.882679,57.83444183,12.30732683,57.83443776,12.30731814,2.505,2.500,76.40,4.99,1.330,1.77,6,6,1,GPS Fix (SPS),Forward
1770572804.8811617,57.83442000,12.30733367,57.83442888,12.30732590,2.505,2.500,76.80,4.99,1.330,1.60,6,6,1,GPS Fix (SPS),Forward
1770572805.8826668,57.83442617,12.30733317,57.83442752,12.30732954,2.505,2.500,76.70,4.99,1.330,0.91,6,6,1,GPS Fix (SPS),Forward
