gps_epoch_s,pc_epoch_s,time_offset_ms,raw_lat,raw_lon,filt_lat,filt_lon,raw_unc_m,filt_unc_x_m,filt_unc_y_m,speed_kmh,sats_used,sats_in_view,direction,altitude_m,alt_unc_m,fix_quality
1770719233.0,1770719233.077,77.2,57.834464833333335,12.307401,57.83446658333334,12.307395166666666,3.225,3.75099986670221,3.75099986670221,0.9944959925480222,6,6,Reverse,86.3,4.8375,1
1770719234.0,1770719234.081,81.2,57.834460166666666,12.307419333333334,57.834463375,12.30740725,3.225,3.149444395445012,3.149444395445012,1.2404927463374382,6,6,Reverse,87.0,4.8375,1
1770719235.0,1770719235.077,77.4,57.83445433333333,12.307409166666666,57.83445885416667,12.307408208333333,3.225,2.648263582047678,2.648263582047678,0.9611750005265476,6,6,Reverse,87.7,4.8375,1
1770719236.0,1770719236.08,80.4,57.834436999999994,12.307423833333333,57.83444792708333,12.307416020833333,3.225,2.5,2.5,1.3544716970789137,6,6,Reverse,88.3,4.8375,1
1770719237.0,1770719237.077,77.0,57.8344345,12.307417333333335,57.834441213541666,12.307416677083333,3.15,2.5,2.5,1.4180618714831126,6,6,Reverse,88.1,4.725,1
1770719238.0,1770719238.081,80.6,57.83445066666666,12.307403666666668,57.83444594010416,12.307410171875,3.15,2.5,2.5,1.2752360637822033,6,6,Reverse,88.1,4.725,1
1770719239.0,1770719239.076,75.6,57.83444066666666,12.307417000000003,57.83444330338541,12.307413585937502,3.15,2.5,2.5,1.0359771153201551,6,6,Reverse,88.3,4.725,1
1770719240.0,1770719240.07,69.8,57.83444083333334,12.307434,57.83444206835937,12.307423792968752,4.0,2.5,2.5,1.251812151872568,5,5,Reverse,88.5,6.0,1
1770719241.0,1770719241.074,74.4,57.8344555,12.307427166666665,57.834448784179685,12.307425479817708,4.0,2.5,2.5,1.399196842206218,5,5,Reverse,88.6,6.0,1
1770719242.0,1770719242.078,77.7,57.834471666666666,12.307437833333331,57.83446022542318,12.30743165657552,5.125,2.5,2.5,1.9545004167152589,5,5,Reverse,89.1,7.6875,1
1770719243.0,1770719243.072,72.5,57.834465,12.307448333333332,57.83446261271159,12.307439994954425,5.125,2.5,2.5,2.22085354023623,5,5,Reverse,89.6,7.6875,1
1770719244.0,1770719244.08,80.1,57.83447516666667,12.307455333333333,57.83446888968913,12.30744766414388,5.125,2.5,2.5,2.5270286758451928,5,5,Reverse,90.1,7.6875,1
1770719245.0,1770719245.074,73.9,57.8344765,12.307464333333334,57.834472694844564,12.307455998738607,5.125,2.5,2.5,2.77121909465851,5,5,Reverse,90.7,7.6875,1
1770719246.0,1770719246.077,76.8,57.83449099999999,12.307430833333335,57.83448184742228,12.307443416035971,5.125,2.5,2.5,2.587403084237941,5,5,Reverse,91.1,7.6875,1
1770719247.0,1770719247.071,71.2,57.83448666666666,12.307409,57.83448425704447,12.307426208017985,3.15,2.5,2.5,2.067279889585663,6,6,Reverse,91.1,4.725,1
1770719248.0,1770719248.063,63.0,57.83448433333333,12.307387833333333,57.8344842951889,12.30740702067566,3.15,2.5,2.5,1.7081263195748468,6,6,Reverse,91.0,4.725,1
1770719249.0,1770719249.064,63.5,57.83448333333334,12.307365666666666,57.83448381426112,12.307386343671162,3.525,2.5,2.5,1.5987660459101793,5,5,Reverse,90.8,5.2875,1
1770719250.0,1770719250.07,69.8,57.834489166666664,12.307333166666668,57.83448649046389,12.307359755168916,3.525,2.5,2.5,1.712212815019266,5,5,Reverse,90.6,5.2875,1
1770719251.0,1770719251.081,81.3,57.83450216666667,12.307293499999998,57.83449432856528,12.307326627584457,3.525,2.5,2.5,2.157535680357726,5,5,Reverse,90.5,5.2875,1
1770719252.0,1770719252.074,73.8,57.83449399999999,12.307296833333332,57.83449416428264,12.307311730458894,3.525,2.5,2.5,2.2378631589324636,5,5,Reverse,90.4,5.2875,1
1770719253.0,1770719253.079,78.9,57.83449233333334,12.307290666666665,57.83449324880799,12.30730119856278,3.15,2.5,2.5,2.226780529150263,6,6,Reverse,90.4,4.725,1
1770719254.0,1770719254.073,73.0,57.83449066666667,12.3072795,57.83449195773733,12.30729034928139,3.15,2.5,2.5,2.258313731894869,6,6,Reverse,90.4,4.725,1
1770719255.0,1770719255.069,69.0,57.83449183333334,12.307252833333333,57.83449189553533,12.307271591307362,3.15,2.5,2.5,2.522173705403688,6,6,Reverse,90.2,4.725,1
1770719256.0,1770719256.071,70.7,57.83450883333333,12.307205333333332,57.834500364434334,12.307238462320347,3.15,2.5,2.5,3.200717879213196,6,6,Reverse,90.1,4.725,1
1770719257.0,1770719257.076,76.0,57.83450500000001,12.307199500000001,57.83450268221717,12.307218981160174,3.15,2.5,2.5,3.5276027059167525,6,6,Reverse,90.1,4.725,1
1770719258.0,1770719258.079,79.4,57.83450883333333,12.307186333333334,57.83450575777525,12.307202657246753,3.15,2.5,2.5,3.7701527352534216,6,6,Reverse,90.1,4.725,1
1770719259.0,1770719259.076,75.8,57.834495333333344,12.307201333333333,57.8345005455543,12.307201995290043,3.15,2.5,2.5,3.4780028559983522,6,6,Reverse,89.9,4.725,1
1770719260.0,1770719260.08,79.5,57.83450183333333,12.307199166666665,57.83450118944381,12.307200580978355,3.15,2.5,2.5,3.2176776827016575,6,6,Reverse,89.6,4.725,1
1770719261.0,1770719261.076,75.7,57.83449949999999,12.307203499999998,57.8345003447219,12.307202040489177,3.15,2.5,2.5,2.882426979995104,6,6,Reverse,89.5,4.725,1
1770719262.0,1770719262.08,80.2,57.8344985,12.307211166666665,57.83449942236095,12.30720660357792,3.15,2.5,2.5,2.4676725899155203,6,6,Reverse,89.2,4.725,1
1770719263.0,1770719263.073,72.9,57.83449600000001,12.307207166666668,57.83449771118048,12.307206885122294,3.15,2.5,2.5,2.0882402542898095,6,6,Reverse,88.8,4.725,1
1770719264.0,1770719264.077,77.1,57.8344945,12.307195833333333,57.83449610559024,12.307201359227813,3.15,2.5,2.5,1.9145818239621328,6,6,Reverse,88.1,4.725,1
1770719265.0,1770719265.082,81.5,57.834504,12.307173,57.83450005279512,12.307187179613907,3.15,2.5,2.5,1.9991970722421528,6,6,Reverse,87.5,4.725,1
1770719266.0,1770719266.062,62.5,57.83451,12.307164833333331,57.83450502639756,12.30717600647362,3.15,2.5,2.5,2.050120504484715,6,6,Reverse,86.9,4.725,1
1770719267.0,1770719267.082,82.3,57.834515333333336,12.307130500000001,57.83451017986545,12.30715325323681,3.15,2.5,2.5,2.271843053694319,6,6,Reverse,86.4,4.725,1
1770719268.0,1770719268.077,76.8,57.834509,12.307107499999999,57.83450958993272,12.307130376618405,3.0,2.5,2.5,2.4175262468857155,7,7,Reverse,84.8,4.5,1
1770719269.0,1770719269.081,80.7,57.8345165,12.3070815,57.834513044966364,12.307105938309203,3.0,2.5,2.5,2.5034182795243836,7,7,Reverse,83.4,4.5,1
1770719270.0,1770719270.076,76.0,57.83452366666667,12.307046166666664,57.83451835581651,12.307076052487933,3.0,2.5,2.5,2.733324122980406,7,7,Reverse,82.0,4.5,1
1770719271.0,1770719271.079,79.3,57.83454083333333,12.307013333333336,57.834529594574924,12.307044692910635,3.0,2.5,2.5,3.030607772586201,7,7,Reverse,80.6,4.5,1
1770719272.0,1770719272.063,62.9,57.834552833333326,12.306989166666664,57.834541213954125,12.307016929788649,3.0,2.5,2.5,3.2959245785125812,7,7,Reverse,79.1,4.5,1
1770719273.0,1770719273.079,79.0,57.834562999999996,12.306973000000001,57.83455210697706,12.306994964894326,3.0,2.5,2.5,3.4497029275395614,7,7,Reverse,77.7,4.5,1
1770719274.0,1770719274.075,74.7,57.834564500000006,12.306960833333335,57.834558303488535,12.30697789911383,3.0,2.5,2.5,3.3188864649005247,7,7,Reverse,76.5,4.5,1
1770719275.0,1770719275.08,79.7,57.83456966666666,12.306935,57.834563985077594,12.306956449556914,3.0,2.5,2.5,3.29834845619663,7,7,Reverse,75.2,4.5,1
1770719276.0,1770719276.08,80.1,57.834573500000005,12.306916833333332,57.8345687425388,12.306936641445123,3.0,2.5,2.5,3.3315360276247974,7,7,Reverse,74.2,4.5,1
1770719277.0,1770719277.078,77.5,57.834578166666674,12.306902833333334,57.83457345460274,12.30691973738923,3.15,2.5,2.5,3.3652164621950234,6,6,Reverse,73.6,4.725,1
1770719278.0,1770719278.083,82.7,57.83459083333334,12.306879499999999,57.834582143968035,12.306899618694613,3.15,2.5,2.5,3.572033692991661,6,6,Reverse,72.9,4.725,1
1770719279.0,1770719279.076,76.4,57.83458600000001,12.306869333333335,57.834584071984025,12.306884476013975,3.0,2.5,2.5,3.560789819054831,7,7,Reverse,71.8,4.5,1
1770719280.0,1770719280.079,78.9,57.83459116666666,12.306851833333333,57.83458761932534,12.306868154673653,3.0,2.5,2.5,3.5973381321786935,7,7,Reverse,70.6,4.5,1
1770719281.0,1770719281.088,87.7,57.83459966666666,12.306852666666668,57.834593642996005,12.306860410670161,3.0,2.5,2.5,3.6066667058574047,7,7,Reverse,69.3,4.5,1
1770719282.0,1770719282.063,63.0,57.83460016666666,12.306850999999998,57.83459690483133,12.30685570533508,3.0,2.5,2.5,3.5087047464822905,7,7,Reverse,68.2,4.5,1
1770719283.0,1770719283.063,63.2,57.834607999999996,12.306856666666667,57.834602452415666,12.306856186000873,3.175,2.5,2.5,3.4387969228185216,6,6,Reverse,67.1,4.762499999999999,1
1770719284.0,1770719284.071,70.8,57.83460033333334,12.306873,57.834601392874504,12.306864593000435,3.175,2.5,2.5,3.0136681871726836,6,6,Reverse,66.4,4.762499999999999,1
1770719285.0,1770719285.075,75.4,57.834606666666666,12.306871166666667,57.83460402977058,12.306867879833552,3.175,2.5,2.5,2.815995825423108,6,6,Reverse,65.4,4.762499999999999,1
1770719286.0,1770719286.079,79.3,57.834610000000005,12.306859000000001,57.83460701488529,12.306863439916777,3.175,2.5,2.5,2.726706907392192,6,6,Reverse,64.7,4.762499999999999,1
1770719287.0,1770719287.062,62.4,57.834617333333334,12.30685,57.83461217410932,12.306856719958388,3.175,2.5,2.5,2.751550579431428,6,6,Reverse,64.3,4.762499999999999,1
1770719288.0,1770719288.082,82.4,57.834624,12.306847999999999,57.83461808705466,12.306852359979194,3.175,2.5,2.5,2.7215665107394966,6,6,Reverse,63.9,4.762499999999999,1
