timestamp,raw_lat,raw_lon,filt_lat,filt_lon,raw_unc_m,filt_unc_m,hdop,speed_kmh,sats_used,sats_in_view
1770561225.9717934,57.83442667,12.30731133,57.83443659,12.30732272,6.000,2.500,5.490,1.62,4,4
1770561226.9713793,57.83441683,12.30729933,57.83442671,12.30731103,6.000,2.500,5.490,1.88,4,4
1770561227.9789603,57.83441067,12.30729383,57.83441869,12.30730243,6.000,2.500,5.500,2.16,4,4
1770561228.968993,57.83439833,12.30728067,57.83440851,12.30729155,6.000,2.500,5.500,2.84,4,4
1770561229.9745653,57.83443267,12.30731950,57.83442059,12.30730552,6.000,2.500,5.510,0.77,4,4
1770561230.9709287,57.83442850,12.30730967,57.83442454,12.30730760,2.467,2.500,1.290,0.73,5,5
1770561231.971866,57.83441483,12.30729467,57.83441969,12.30730113,2.467,2.500,1.290,0.76,5,5
1770561232.9679067,57.83441900,12.30730000,57.83441934,12.30730057,2.467,2.500,1.290,0.28,5,5
1770561233.9708567,57.83441617,12.30729833,57.83441776,12.30729945,2.467,2.500,1.290,0.18,5,5
1770561234.9745047,57.83441733,12.30729650,57.83441754,12.30729797,2.467,2.500,1.290,0.28,5,5
1770561235.968398,57.83441117,12.30728750,57.83441436,12.30729274,2.467,2.500,1.290,0.92,5,5
1770561236.972686,57.83440483,12.30729550,57.83440959,12.30729412,2.467,2.500,1.290,1.15,5,5
1770561237.9711754,57.83440267,12.30730200,57.83440613,12.30729806,2.467,2.500,1.290,1.04,5,5
1770561238.9728632,57.83439867,12.30729650,57.83440240,12.30729728,2.467,2.500,1.290,1.01,5,5
1770561239.9680617,57.83439833,12.30730550,57.83440037,12.30730139,2.467,2.500,1.290,0.65,5,5
1770561240.9807792,57.83439317,12.30730317,57.83439677,12.30730228,2.467,2.500,1.290,0.64,5,5
1770561241.9763467,57.83438900,12.30729583,57.83439288,12.30729906,2.467,2.500,1.290,0.99,5,5
1770561242.9709282,57.83438383,12.30731217,57.83438836,12.30730561,2.467,2.500,1.290,1.27,5,5
1770561243.9734964,57.83437817,12.30732067,57.83438326,12.30731314,2.467,2.500,1.290,1.76,5,5
1770561244.9715796,57.83438233,12.30732167,57.83438280,12.30731740,2.467,2.500,1.290,0.87,5,5
1770561245.973485,57.83438167,12.30732967,57.83438223,12.30732353,2.467,2.500,1.290,1.09,5,5
1770561246.9673443,57.83438400,12.30733183,57.83438312,12.30732768,2.467,2.500,1.290,0.62,5,5
1770561247.96877,57.83440183,12.30734333,57.83439247,12.30733551,2.467,2.500,1.290,2.10,5,5
1770561248.9761834,57.83440233,12.30734800,57.83439740,12.30734175,2.467,2.500,1.290,1.55,5,5
1770561249.9683993,57.83440683,12.30735000,57.83440212,12.30734588,2.467,2.500,1.290,1.43,5,5
1770561250.9733822,57.83441667,12.30734800,57.83440939,12.30734694,2.467,2.500,1.290,2.19,5,5
1770561251.9679496,57.83442167,12.30734850,57.83441553,12.30734772,2.467,2.500,1.290,1.99,5,5
1770561252.9716964,57.83443183,12.30735850,57.83442368,12.30735311,2.467,2.500,1.290,2.73,5,5
1770561253.9684846,57.83442417,12.30735400,57.83442392,12.30735355,2.467,2.500,1.290,1.04,5,5
1770561254.9710474,57.83442000,12.30734050,57.83442196,12.30734703,2.467,2.500,1.290,0.57,5,5
1770561255.9748578,57.83442017,12.30735117,57.83442106,12.30734910,2.467,2.500,1.290,0.68,5,5
1770561256.9694633,57.83442783,12.30734833,57.83442445,12.30734872,2.467,2.500,1.290,1.21,5,5
1770561257.9729116,57.83442467,12.30735517,57.83442456,12.30735194,2.467,2.500,1.290,0.89,5,5
1770561258.9785779,57.83441933,12.30735583,57.83442195,12.30735389,2.467,2.500,1.290,0.10,5,5
1770561259.9729733,57.83442267,12.30735967,57.83442231,12.30735678,2.467,2.500,1.290,0.50,5,5
1770561260.9708433,57.83442117,12.30735983,57.83442174,12.30735831,2.467,2.500,1.290,0.23,5,5
1770561261.9746594,57.83442250,12.30735900,57.83442212,12.30735865,2.467,2.500,1.290,0.31,5,5
1770561262.977365,57.83441717,12.30734400,57.83441964,12.30735133,2.448,2.500,1.270,0.99,6,6
1770561263.972747,57.83439650,12.30731817,57.83440807,12.30733475,2.448,2.500,1.270,3.62,6,6
1770561264.976687,57.83439617,12.30731500,57.83440212,12.30732487,2.448,2.500,1.270,2.76,6,6
1770561265.9772196,57.83436233,12.30727017,57.83438223,12.30729752,4.086,2.500,2.990,5.69,5,5
1770561266.9854834,57.83435833,12.30726483,57.83437028,12.30728118,2.448,2.500,1.270,4.80,6,6
1770561267.9815435,57.83436083,12.30726950,57.83436556,12.30727534,4.086,2.500,2.990,3.64,5,5
1770561268.9757628,57.83435750,12.30726033,57.83436153,12.30726784,3.419,2.500,2.290,3.48,4,4
1770561269.969529,57.83435550,12.30726350,57.83435851,12.30726567,3.419,2.500,2.290,2.84,4,4
1770561270.9746196,57.83434817,12.30725467,57.83435334,12.30726017,3.419,2.500,2.290,2.90,4,4
1770561271.9738488,57.83435383,12.30726933,57.83435359,12.30726475,3.419,2.500,2.290,2.06,4,4
1770561272.980421,57.83435650,12.30727767,57.83435504,12.30727121,3.419,2.500,2.290,1.64,4,4
1770561273.976237,57.83434517,12.30727567,57.83435011,12.30727344,3.419,2.500,2.290,2.42,4,4
1770561274.9726849,57.83432200,12.30725833,57.83433605,12.30726589,3.114,2.500,1.970,3.72,5,5
1770561275.9723456,57.83431917,12.30726200,57.83432761,12.30726394,3.114,2.500,1.970,3.27,5,5
1770561276.9698384,57.83432733,12.30726450,57.83432747,12.30726422,3.114,2.500,1.970,1.82,5,5
1770561277.9745905,57.83433133,12.30726350,57.83432940,12.30726386,3.114,2.500,1.970,1.12,5,5
1770561278.9779186,57.83432283,12.30724467,57.83432612,12.30725426,3.114,2.500,1.970,1.62,5,5
1770561279.971832,57.83432750,12.30724817,57.83432681,12.30725122,3.114,2.500,1.970,0.89,5,5
1770561280.9730096,57.83432467,12.30723183,57.83432574,12.30724152,3.124,2.500,1.980,1.43,5,5
1770561281.96974,57.83432400,12.30721983,57.83432487,12.30723068,3.124,2.500,1.980,1.58,5,5
1770561282.97339,57.83431550,12.30721400,57.83432018,12.30722234,3.124,2.500,1.980,1.58,5,5
1770561283.9710684,57.83430850,12.30721533,57.83431434,12.30721884,3.124,2.500,1.980,1.95,5,5
1770561284.9747293,57.83431167,12.30721500,57.83431300,12.30721692,3.429,2.500,2.300,1.29,4,4
1770561285.9700491,57.83431583,12.30721017,57.83431442,12.30721354,3.429,2.500,2.300,1.11,4,4
1770561286.9746785,57.83432233,12.30721717,57.83431838,12.30721535,3.429,2.500,2.300,0.48,4,4
1770561287.9708412,57.83432867,12.30722683,57.83432352,12.30722109,3.429,2.500,2.300,0.54,4,4
1770561288.9708734,57.83433517,12.30723500,57.83432934,12.30722805,3.429,2.500,2.300,0.92,4,4
1770561289.9749417,57.83432567,12.30722200,57.83432751,12.30722502,3.429,2.500,2.300,0.35,4,4
1770561290.97615,57.83433017,12.30721450,57.83432884,12.30721976,3.124,2.500,1.980,0.35,5,5
1770561291.9750695,57.83432050,12.30721467,57.83432467,12.30721721,3.124,2.500,1.980,0.98,5,5
1770561292.966622,57.83434050,12.30723433,57.83433258,12.30722577,3.429,2.500,2.300,1.39,4,4
1770561293.9738421,57.83434183,12.30723917,57.83433721,12.30723247,3.429,2.500,2.300,1.46,4,4
1770561294.9677045,57.83434533,12.30724467,57.83434127,12.30723857,3.429,2.500,2.300,1.58,4,4
1770561295.970925,57.83428233,12.30721500,57.83431180,12.30722678,3.429,2.500,2.300,1.20,4,4
1770561296.9760323,57.83424700,12.30719850,57.83427940,12.30721264,2.810,2.500,1.650,0.54,5,5
1770561297.9732306,57.83421633,12.30718000,57.83424787,12.30719632,2.810,2.500,1.650,0.54,5,5
1770561298.9766965,57.83418550,12.30716283,57.83421668,12.30717958,2.810,2.500,1.650,1.09,5,5
1770561299.9804087,57.83416550,12.30715883,57.83419109,12.30716921,2.810,2.500,1.650,0.95,5,5
1770561300.9896696,57.83416083,12.30718000,57.83417596,12.30717460,2.810,2.500,1.650,1.54,5,5
1770561301.9718237,57.83417000,12.30719550,57.83417298,12.30718505,2.810,2.500,1.650,2.00,5,5
1770561302.9720318,57.83418083,12.30721667,57.83417691,12.30720086,3.429,2.500,2.300,2.69,4,4
1770561303.9664798,57.83418750,12.30720167,57.83418220,12.30720126,3.429,2.500,2.300,2.22,4,4
1770561304.973843,57.83420083,12.30720500,57.83419152,12.30720313,6.000,2.500,5.110,2.22,3,3
1770561305.9662805,57.83420000,12.30720967,57.83419576,12.30720640,6.000,2.500,5.110,1.88,3,3
1770561306.9722323,57.83420133,12.30721767,57.83419855,12.30721203,6.000,2.500,5.110,1.94,3,3
1770561307.9756186,57.83420433,12.30721533,57.83420144,12.30721368,6.000,2.500,5.100,1.64,3,3
1770561308.9693267,57.83420650,12.30721100,57.83420397,12.30721234,6.000,2.500,5.100,1.75,3,3
1770561309.9770772,57.83418933,12.30719417,57.83419665,12.30720325,3.429,2.500,2.300,1.55,4,4
1770561310.977026,57.83419200,12.30716017,57.83419433,12.30718171,2.810,2.500,1.650,2.46,5,5
1770561311.9717145,57.83419117,12.30716717,57.83419275,12.30717444,2.810,2.500,1.650,2.69,5,5
1770561312.9663908,57.83419467,12.30717350,57.83419371,12.30717397,2.810,2.500,1.650,2.59,5,5
1770561313.971135,57.83419650,12.30715367,57.83419510,12.30716382,3.429,2.500,2.300,2.07,4,4
1770561314.973411,57.83420683,12.30715183,57.83420097,12.30715783,3.429,2.500,2.300,2.19,4,4
1770561315.977333,57.83420667,12.30716083,57.83420382,12.30715933,3.438,2.500,2.310,1.82,4,4
1770561316.9720175,57.83420600,12.30715217,57.83420491,12.30715575,3.438,2.500,2.310,1.27,4,4
1770561317.9662716,57.83420133,12.30714783,57.83420312,12.30715179,3.438,2.500,2.310,0.61,4,4
1770561318.9665108,57.83421233,12.30716817,57.83420773,12.30715998,3.438,2.500,2.310,1.54,4,4
1770561319.9666848,57.83421800,12.30716800,57.83421286,12.30716399,3.438,2.500,2.310,1.63,4,4
1770561320.9691932,57.83421533,12.30716133,57.83421410,12.30716266,3.438,2.500,2.310,1.19,4,4
1770561321.9637601,57.83421467,12.30716933,57.83421438,12.30716600,3.438,2.500,2.310,1.05,4,4
1770561322.9680908,57.83423700,12.30719667,57.83422569,12.30718133,3.438,2.500,2.310,2.41,4,4
1770561323.9725814,57.83423650,12.30719450,57.83423110,12.30718792,3.438,2.500,2.310,1.85,4,4
1770561324.9708369,57.83424883,12.30720600,57.83423996,12.30719696,3.438,2.500,2.310,2.30,4,4
1770561325.975606,57.83427150,12.30723333,57.83425573,12.30721515,3.438,2.500,2.310,3.54,4,4
1770561326.9724934,57.83426517,12.30724150,57.83426045,12.30722832,3.438,2.500,2.310,2.94,4,4
1770561327.9686973,57.83426683,12.30723967,57.83426364,12.30723399,3.438,2.500,2.310,2.26,4,4
1770561328.9753983,57.83427317,12.30726283,57.83426840,12.30724841,3.438,2.500,2.310,2.92,4,4
1770561329.968188,57.83427850,12.30728867,57.83427345,12.30726854,3.438,2.500,2.310,3.47,4,4
1770561330.961573,57.83427700,12.30729183,57.83427523,12.30728019,3.438,2.500,2.310,2.90,4,4
1770561331.9758215,57.83427917,12.30731100,57.83427720,12.30729559,3.438,2.500,2.310,3.27,4,4
1770561332.9707923,57.83428317,12.30731200,57.83428018,12.30730380,3.133,2.500,1.990,2.65,5,5
1770561333.9754999,57.83427333,12.30730383,57.83427676,12.30730382,3.133,2.500,1.990,1.72,5,5
1770561334.984641,57.83426800,12.30729217,57.83427238,12.30729799,3.133,2.500,1.990,0.78,5,5
1770561335.9760492,57.83427100,12.30729133,57.83427169,12.30729466,3.133,2.500,1.990,0.51,5,5
1770561336.9771729,57.83427617,12.30729250,57.83427393,12.30729358,3.133,2.500,1.990,0.38,5,5
1770561337.9710252,57.83427717,12.30729550,57.83427555,12.30729454,3.133,2.500,1.990,0.33,5,5
1770561338.976853,57.83428933,12.30731550,57.83428244,12.30730502,3.133,2.500,1.990,1.36,5,5
1770561339.9695578,57.83428733,12.30729717,57.83428489,12.30730109,3.133,2.500,1.990,1.10,5,5
1770561340.9761992,57.83428200,12.30728683,57.83428344,12.30729396,3.133,2.500,1.990,0.88,5,5
1770561341.9688127,57.83428133,12.30727767,57.83428239,12.30728582,3.133,2.500,1.990,1.27,5,5
1770561342.9722228,57.83427417,12.30725967,57.83427828,12.30727274,3.133,2.500,1.990,1.99,5,5
1770561343.967389,57.83427300,12.30724983,57.83427564,12.30726129,3.133,2.500,1.990,2.09,5,5
1770561344.9722693,57.83427450,12.30723950,57.83427507,12.30725039,3.133,2.500,1.990,2.26,5,5
1770561345.979059,57.83427633,12.30723733,57.83427570,12.30724386,3.133,2.500,1.990,1.82,5,5
1770561346.96655,57.83427650,12.30724050,57.83427610,12.30724218,3.133,2.500,1.990,1.29,5,5
1770561347.9755223,57.83428417,12.30724250,57.83428013,12.30724234,3.133,2.500,1.990,0.81,5,5
1770561348.974802,57.83428250,12.30724817,57.83428132,12.30724525,3.133,2.500,1.990,0.27,5,5
1770561349.974308,57.83428883,12.30724550,57.83428508,12.30724538,6.000,2.500,6.350,0.62,4,4
1770561350.9665124,57.83429067,12.30725483,57.83428787,12.30725011,6.000,2.500,6.360,0.08,4,4
1770561351.9734197,57.83429100,12.30725867,57.83428944,12.30725439,6.000,2.500,6.360,0.05,4,4
1770561352.9788542,57.83429117,12.30727333,57.83429030,12.30726386,6.000,2.500,6.370,0.74,4,4
1770561353.9710748,57.83430650,12.30727000,57.83429840,12.30726693,6.000,2.500,6.380,0.95,4,4
1770561354.9740965,57.83431267,12.30726917,57.83430553,12.30726805,6.000,2.500,6.390,1.37,4,4
1770561355.9733024,57.83431033,12.30725367,57.83430793,12.30726086,6.000,2.500,6.400,1.92,4,4
1770561356.9728975,57.83430717,12.30725317,57.83430755,12.30725701,6.000,2.500,6.400,1.28,4,4
1770561357.9710248,57.83431050,12.30723617,57.83430903,12.30724659,6.000,2.500,6.410,2.20,4,4
1770561358.973937,57.83430883,12.30724767,57.83430893,12.30724713,6.000,2.500,6.420,1.10,4,4
1770561359.966374,57.83431083,12.30724400,57.83430988,12.30724556,6.000,2.500,6.430,1.24,4,4
1770561360.9809103,57.83431300,12.30724483,57.83431144,12.30724520,6.000,2.500,6.440,1.08,4,4
1770561361.9707675,57.83432483,12.30727617,57.83431814,12.30726068,6.000,2.500,6.450,0.38,4,4
1770561362.9682806,57.83433067,12.30729350,57.83432440,12.30727709,6.000,2.500,6.450,0.78,4,4
1770561363.9726605,57.83433583,12.30729617,57.83433012,12.30728663,6.000,2.500,6.460,0.87,4,4
1770561364.9718456,57.83435217,12.30730600,57.83434114,12.30729631,6.000,2.500,6.470,1.70,4,4
1770561365.9709475,57.83435100,12.30731850,57.83434607,12.30730741,6.000,2.500,6.480,1.84,4,4
1770561366.9766073,57.83436083,12.30732817,57.83435345,12.30731779,6.000,2.500,6.490,1.95,4,4
1770561367.9810483,57.83436100,12.30733300,57.83435723,12.30732539,6.000,2.500,6.500,2.78,4,4
1770561368.9742286,57.83436700,12.30734050,57.83436211,12.30733295,2.467,2.500,1.290,3.81,5,5
1770561369.9743943,57.83434733,12.30731650,57.83435472,12.30732472,2.467,2.500,1.290,2.60,5,5
1770561370.9773145,57.83433000,12.30730300,57.83434236,12.30731386,2.448,2.500,1.270,1.78,6,6
1770561371.9781036,57.83431617,12.30729350,57.83432926,12.30730368,2.448,2.500,1.270,1.49,6,6
1770561372.9757495,57.83432133,12.30729317,57.83432530,12.30729842,2.257,2.500,1.070,1.73,7,7
1770561373.9791396,57.83432583,12.30730950,57.83432557,12.30730396,2.286,2.500,1.100,2.67,6,6
1770561374.9723213,57.83433317,12.30733617,57.83432937,12.30732006,2.286,2.500,1.100,3.94,6,6
1770561375.9757767,57.83433750,12.30735733,57.83433343,12.30733870,2.286,2.500,1.100,4.25,6,6
1770561376.9860847,57.83434050,12.30737883,57.83433697,12.30735877,2.286,2.500,1.100,4.46,6,6
1770561377.9741657,57.83434033,12.30740833,57.83433865,12.30738355,2.286,2.500,1.100,4.97,6,6
1770561378.9750881,57.83434333,12.30741217,57.83434099,12.30739786,2.286,2.500,1.100,3.70,6,6
1770561379.9740453,57.83434700,12.30740667,57.83434400,12.30740226,2.448,2.500,1.270,2.30,6,6
1770561380.9733024,57.83434467,12.30739750,57.83434433,12.30739988,2.448,2.500,1.270,1.15,6,6
1770561381.9717402,57.83433700,12.30739867,57.83434067,12.30739927,2.448,2.500,1.270,1.46,6,6
1770561382.977751,57.83433183,12.30739267,57.83433625,12.30739597,2.448,2.500,1.270,1.47,6,6
1770561383.971364,57.83433250,12.30736800,57.83433437,12.30738199,2.448,2.500,1.270,1.29,6,6
1770561384.9762473,57.83433400,12.30735850,57.83433419,12.30737024,2.448,2.500,1.270,1.35,6,6
1770561385.9729154,57.83432750,12.30735817,57.83433084,12.30736420,2.448,2.500,1.270,1.62,6,6
1770561386.9763253,57.83432333,12.30736300,57.83432709,12.30736360,2.448,2.500,1.270,1.90,6,6
1770561387.9733686,57.83432333,12.30734883,57.83432521,12.30735622,2.448,2.500,1.270,1.84,6,6
1770561388.97899,57.83432300,12.30735217,57.83432411,12.30735419,2.448,2.500,1.270,1.46,6,6
1770561389.975457,57.83432100,12.30735233,57.83432255,12.30735326,2.448,2.500,1.270,1.69,6,6
1770561390.9726706,57.83432500,12.30735067,57.83432378,12.30735196,2.448,2.500,1.270,0.81,6,6
1770561391.9774373,57.83433000,12.30735567,57.83432689,12.30735382,2.448,2.500,1.270,0.28,6,6
1770561392.9730835,57.83433600,12.30735533,57.83433144,12.30735457,2.448,2.500,1.270,0.31,6,6
1770561393.9753256,57.83434000,12.30736100,57.83433572,12.30735779,2.448,2.500,1.270,0.26,6,6
1770561394.979841,57.83433567,12.30735850,57.83433569,12.30735814,2.257,2.500,1.070,0.46,7,7
1770561395.9730997,57.83433633,12.30736483,57.83433601,12.30736149,2.257,2.500,1.070,0.30,7,7
1770561396.9787288,57.83433800,12.30736600,57.83433701,12.30736374,2.257,2.500,1.070,0.49,7,7
1770561397.973247,57.83435000,12.30737650,57.83434350,12.30737012,2.257,2.500,1.070,0.98,7,7
1770561398.9725943,57.83435950,12.30737950,57.83435150,12.30737481,2.257,2.500,1.070,1.07,7,7
1770561399.9730735,57.83436400,12.30737833,57.83435775,12.30737657,2.295,2.500,1.110,0.77,6,6
1770561400.9775174,57.83437050,12.30738750,57.83436413,12.30738204,2.381,2.500,1.200,1.36,5,5
1770561401.9719567,57.83437550,12.30739850,57.83436981,12.30739027,2.381,2.500,1.200,1.83,5,5
1770561402.9750512,57.83438050,12.30740883,57.83437516,12.30739955,2.381,2.500,1.200,2.13,5,5
1770561403.9735656,57.83438650,12.30741633,57.83438083,12.30740794,2.381,2.500,1.200,2.27,5,5
1770561404.977548,57.83438967,12.30741950,57.83438525,12.30741372,2.295,2.500,1.110,1.90,6,6
1770561405.973395,57.83439050,12.30742817,57.83438787,12.30742094,2.295,2.500,1.110,1.73,6,6
1770561406.9733763,57.83439433,12.30743167,57.83439110,12.30742631,2.295,2.500,1.110,1.69,6,6
1770561407.9709117,57.83439767,12.30743883,57.83439439,12.30743257,2.295,2.500,1.110,1.86,6,6
1770561408.9846005,57.83439917,12.30743617,57.83439678,12.30743437,2.295,2.500,1.110,1.30,6,6
1770561409.973739,57.83440283,12.30743700,57.83439980,12.30743568,2.295,2.500,1.110,1.28,6,6
1770561410.973926,57.83440600,12.30743983,57.83440290,12.30743776,2.295,2.500,1.110,1.39,6,6
1770561411.9771235,57.83440617,12.30743900,57.83440453,12.30743838,2.257,2.500,1.070,1.19,7,7
1770561412.9728618,57.83440800,12.30743500,57.83440627,12.30743669,2.257,2.500,1.070,1.02,7,7
1770561413.9763803,57.83440817,12.30743217,57.83440722,12.30743443,2.257,2.500,1.070,0.80,7,7
1770561414.9734747,57.83440950,12.30742817,57.83440836,12.30743130,2.448,2.500,1.270,0.51,6,6
1770561415.973382,57.83440917,12.30742017,57.83440876,12.30742573,2.448,2.500,1.270,0.08,6,6
1770561416.9793203,57.83440950,12.30742100,57.83440913,12.30742337,2.257,2.500,1.070,0.40,7,7
1770561417.9740703,57.83441233,12.30742250,57.83441073,12.30742293,2.257,2.500,1.070,0.81,7,7
1770561418.9796233,57.83441333,12.30741167,57.83441203,12.30741730,2.257,2.500,1.070,0.49,7,7
1770561419.9736536,57.83441333,12.30740850,57.83441268,12.30741290,2.257,2.500,1.070,0.19,7,7
1770561420.9726658,57.83441300,12.30740233,57.83441284,12.30740762,2.448,2.500,1.270,0.48,6,6
1770561421.9814057,57.83441250,12.30739567,57.83441267,12.30740164,2.448,2.500,1.270,0.62,6,6
1770561422.9755287,57.83441100,12.30738950,57.83441184,12.30739557,2.257,2.500,1.070,0.43,7,7
1770561423.973698,57.83440917,12.30737817,57.83441050,12.30738687,2.257,2.500,1.070,0.97,7,7
1770561424.9758108,57.83440717,12.30737400,57.83440883,12.30738043,2.257,2.500,1.070,0.84,7,7
1770561425.9803073,57.83440683,12.30736983,57.83440783,12.30737513,2.257,2.500,1.070,0.74,7,7
1770561426.9747934,57.83440483,12.30736317,57.83440633,12.30736915,2.257,2.500,1.070,0.91,7,7
1770561427.9723132,57.83439817,12.30735067,57.83440225,12.30735991,2.257,2.500,1.070,1.82,7,7
1770561428.973614,57.83439450,12.30734900,57.83439838,12.30735445,2.257,2.500,1.070,1.52,7,7
1770561429.9829824,57.83439333,12.30734517,57.83439585,12.30734981,2.257,2.500,1.070,1.15,7,7
1770561430.9817202,57.83439383,12.30734433,57.83439484,12.30734707,2.257,2.500,1.070,0.76,7,7
1770561431.9777365,57.83439000,12.30735367,57.83439242,12.30735037,2.257,2.500,1.070,1.11,7,7
1770561432.9715474,57.83439133,12.30735000,57.83439188,12.30735018,2.448,2.500,1.270,0.82,6,6
1770561433.9754882,57.83439100,12.30734600,57.83439144,12.30734809,2.448,2.500,1.270,0.90,6,6
1770561434.969558,57.83439417,12.30735700,57.83439280,12.30735255,2.448,2.500,1.270,0.82,6,6
1770561435.9741673,57.83440000,12.30735283,57.83439640,12.30735269,2.448,2.500,1.270,0.32,6,6
1770561436.973788,57.83440733,12.30735350,57.83440187,12.30735309,2.448,2.500,1.270,0.61,6,6
1770561437.9757874,57.83441150,12.30735567,57.83440668,12.30735438,2.448,2.500,1.270,0.89,6,6
1770561438.9778664,57.83441150,12.30735567,57.83440909,12.30735502,2.448,2.500,1.270,0.91,6,6
1770561439.9735699,57.83441133,12.30735417,57.83441021,12.30735460,2.448,2.500,1.270,0.60,6,6
1770561440.9771886,57.83440500,12.30735250,57.83440761,12.30735355,2.448,2.500,1.270,0.46,6,6
1770561441.972114,57.83440450,12.30735650,57.83440605,12.30735502,2.448,2.500,1.270,0.75,6,6
1770561442.9766707,57.83440617,12.30735667,57.83440611,12.30735585,2.448,2.500,1.270,0.12,6,6
1770561443.979498,57.83440967,12.30735850,57.83440789,12.30735717,2.448,2.500,1.270,0.35,6,6
1770561444.973761,57.83441083,12.30736050,57.83440936,12.30735884,2.448,2.500,1.270,0.32,6,6
1770561445.9748418,57.83441717,12.30736083,57.83441326,12.30735983,2.257,2.500,1.070,0.77,7,7
1770561446.9743795,57.83442500,12.30736333,57.83441913,12.30736158,2.257,2.500,1.070,1.41,7,7
1770561447.9734476,57.83442683,12.30735783,57.83442298,12.30735971,2.257,2.500,1.070,0.98,7,7
1770561448.9830387,57.83443267,12.30735267,57.83442782,12.30735619,2.257,2.500,1.070,1.05,7,7
1770561449.9754405,57.83443800,12.30735017,57.83443291,12.30735318,2.257,2.500,1.070,0.94,7,7
1770561450.9856076,57.83444250,12.30734650,57.83443771,12.30734984,2.257,2.500,1.070,1.12,7,7
1770561451.976936,57.83444500,12.30734717,57.83444135,12.30734850,2.257,2.500,1.070,1.20,7,7
1770561452.9738355,57.83444817,12.30734117,57.83444476,12.30734483,2.257,2.500,1.070,1.41,7,7
1770561453.9722705,57.83445400,12.30734317,57.83444938,12.30734400,2.257,2.500,1.070,1.05,7,7
1770561454.979797,57.83445567,12.30735117,57.83445252,12.30734758,2.286,2.500,1.100,1.04,6,6
1770561455.9757063,57.83445367,12.30735117,57.83445309,12.30734938,2.286,2.500,1.100,0.90,6,6
1770561456.9781868,57.83445500,12.30734883,57.83445405,12.30734910,2.286,2.500,1.100,0.93,6,6
1770561457.9767847,57.83445517,12.30735183,57.83445461,12.30735047,2.286,2.500,1.100,0.61,6,6
1770561458.9787617,57.83445967,12.30735033,57.83445714,12.30735040,2.286,2.500,1.100,0.68,6,6
1770561459.9664507,57.83446200,12.30734900,57.83445957,12.30734970,2.286,2.500,1.100,0.53,6,6
1770561460.9730492,57.83446733,12.30734733,57.83446345,12.30734852,2.286,2.500,1.100,0.98,6,6
1770561461.9756272,57.83447167,12.30734733,57.83446756,12.30734793,2.286,2.500,1.100,1.25,6,6
1770561462.983141,57.83446333,12.30734150,57.83446545,12.30734471,2.286,2.500,1.100,0.39,6,6
1770561463.9721353,57.83446383,12.30734817,57.83446464,12.30734644,2.286,2.500,1.100,0.18,6,6
1770561464.978014,57.83446533,12.30735433,57.83446499,12.30735039,2.286,2.500,1.100,0.64,6,6
1770561465.97241,57.83447133,12.30735917,57.83446816,12.30735478,2.286,2.500,1.100,1.40,6,6
1770561466.9779065,57.83447433,12.30736567,57.83447125,12.30736022,2.286,2.500,1.100,1.70,6,6
1770561467.9741783,57.83447483,12.30736083,57.83447304,12.30736053,2.286,2.500,1.100,1.01,6,6
1770561468.9709072,57.83447017,12.30735200,57.83447160,12.30735626,2.286,2.500,1.100,0.35,6,6
1770561469.9777043,57.83446667,12.30734467,57.83446913,12.30735047,2.286,2.500,1.100,0.86,6,6
1770561470.9731288,57.83446333,12.30733800,57.83446623,12.30734423,2.286,2.500,1.100,1.09,6,6
1770561471.9728272,57.83446083,12.30733167,57.83446353,12.30733795,2.286,2.500,1.100,0.93,6,6
1770561472.9756563,57.83446167,12.30733350,57.83446260,12.30733572,2.286,2.500,1.100,0.43,6,6
1770561473.972853,57.83446633,12.30732450,57.83446447,12.30733011,2.286,2.500,1.100,0.96,6,6
1770561474.971915,57.83446833,12.30731517,57.83446640,12.30732264,2.286,2.500,1.100,1.30,6,6
1770561475.9791372,57.83446517,12.30731117,57.83446578,12.30731690,2.286,2.500,1.100,1.02,6,6
1770561476.9712377,57.83446167,12.30731250,57.83446373,12.30731470,2.333,2.500,1.150,0.87,5,5
1770561477.9749885,57.83445467,12.30731183,57.83445920,12.30731327,2.333,2.500,1.150,1.16,5,5
1770561478.9831414,57.83446067,12.30732000,57.83445993,12.30731663,2.333,2.500,1.150,0.44,5,5
1770561479.9764216,57.83446133,12.30731833,57.83446063,12.30731748,2.333,2.500,1.150,0.45,5,5
1770561480.9820993,57.83446133,12.30731250,57.83446098,12.30731499,2.305,2.500,1.120,0.40,6,6
1770561481.973398,57.83445900,12.30730483,57.83445999,12.30730991,2.305,2.500,1.120,0.53,6,6
1770561482.9846323,57.83444367,12.30728600,57.83445183,12.30729796,2.229,2.500,1.040,1.33,7,7
1770561483.9741058,57.83442900,12.30726567,57.83444041,12.30728181,2.124,2.500,0.930,1.58,7,7
1770561484.9767656,57.83443000,12.30725950,57.83443521,12.30727066,2.076,2.500,0.880,1.20,8,8
1770561485.9794667,57.83443183,12.30726283,57.83443352,12.30726674,2.286,2.500,1.100,0.34,6,6
1770561486.9725537,57.83443417,12.30725967,57.83443384,12.30726321,2.286,2.500,1.100,0.17,6,6
1770561487.9744644,57.83442783,12.30724533,57.83443084,12.30725427,2.286,2.500,1.100,0.74,6,6
1770561488.9842396,57.83441333,12.30721783,57.83442209,12.30723605,2.219,2.500,1.030,2.59,7,7
