time_s,raw_lat,raw_lon,filt_lat,filt_lon,raw_unc_m,filt_unc_x_m,filt_unc_y_m,speed_kmh,sats_used,sats_in_view,direction,altitude_m,alt_unc_m,fix_quality
29.3,57.83449666666667,12.307226833333335,57.83449145363711,12.307226388518046,2.5,2.5,2.5,1.3831065179408673,10,10,Reverse,87.1,3.75,1
30.31,57.83450116666666,12.307229166666666,57.834496310151884,12.307227777592356,2.5,2.5,2.5,1.4504923301298818,10,10,Reverse,86.7,3.75,1
31.29,57.834504,12.30722633333333,57.83450015507594,12.307227055462842,2.5,2.5,2.5,1.4500611906070435,10,10,Reverse,86.4,3.75,1
32.29,57.83450916666667,12.307224333333332,57.83450466087131,12.307225694398088,2.5,2.5,2.5,1.4945851870219937,10,10,Reverse,86.3,3.75,1
33.27,57.834514999999996,12.307218166666667,57.83450983043565,12.307221930532377,2.5,2.5,2.5,1.6020224783359165,10,10,Reverse,85.6,3.75,1
34.29,57.83451933333334,12.307219333333334,57.8345145818845,12.307220631932855,2.5,2.5,2.5,1.605230449814509,10,10,Reverse,85.2,3.75,1
35.3,57.83452066666667,12.307224499999998,57.834517624275584,12.307222565966427,2.5,2.5,2.5,1.4475162529664058,9,9,Reverse,84.9,3.75,1
36.35,57.83452049999999,12.307233499999999,57.83451906213779,12.307228032983213,2.5,2.5,2.5,1.309184974250647,8,8,Reverse,85.0,3.75,1
37.39,57.83452483333334,12.307239666666666,57.83452194773556,12.30723384982494,2.5,2.5,2.5,1.2357474721910857,8,8,Reverse,85.1,3.75,1
38.53,57.834521166666676,12.307244166666665,57.83452155720112,12.307239008245803,2.5,2.5,2.5,1.1601661499485354,9,9,Reverse,85.2,3.75,1
39.42,57.834514000000006,12.307254166666667,57.83451777860056,12.307246587456234,2.5,2.5,2.5,1.3646065621394792,9,9,Reverse,85.1,3.75,1
40.37,57.83451183333333,12.307262333333332,57.83451480596695,12.307254460394784,2.5,2.5,2.5,1.5564949777977888,9,9,Reverse,85.0,3.75,1
41.57,57.834508166666666,12.307269166666666,57.834511486316806,12.307261813530724,2.5,2.5,2.5,1.6887971504465544,10,10,Reverse,84.8,3.75,1
42.56,57.834503,12.307271666666669,57.8345072431584,12.307266740098697,2.5,2.5,2.5,1.7513395623105545,10,10,Reverse,84.4,3.75,1
43.59,57.83450216666667,12.307273000000002,57.83450470491253,12.30726987004935,2.5,2.5,2.5,1.6590567987314286,10,10,Reverse,84.1,3.75,1
44.77,57.83449766666666,12.307278499999999,57.8345011857896,12.307274185024674,2.5,2.5,2.5,1.6324198437242738,10,10,Reverse,83.8,3.75,1
45.68,57.83449966666667,12.307285666666667,57.83450042622813,12.30727992584567,2.5,2.5,2.5,1.5457656672477902,10,10,Reverse,83.8,3.75,1
46.86,57.83449983333333,12.307290499999999,57.834500129780736,12.307285212922835,2.5,2.5,2.5,1.4324610476895827,10,10,Reverse,83.8,3.75,1
47.78,57.83449616666667,12.307301833333334,57.8344981482237,12.307293523128084,2.5,2.5,2.5,1.4456869136533992,10,10,Reverse,83.8,3.75,1
48.7,57.8344885,12.307312833333333,57.83449332411185,12.307303178230708,2.5,2.5,2.5,1.5592921187114983,10,10,Reverse,83.9,3.75,1
49.62,57.8344825,12.3073175,57.83448791205593,12.307310339115354,2.5,2.5,2.5,1.608291110187145,10,10,Reverse,83.9,3.75,1
50.66,57.83447549999999,12.307315666666666,57.83448170602796,12.30731300289101,2.5,2.5,2.5,1.6461494082478754,10,10,Reverse,84.0,3.75,1
51.65,57.834471666666666,12.307324333333334,57.83447668634731,12.307318668112172,2.5,2.5,2.5,1.7095980381118918,10,10,Reverse,83.8,3.75,1
52.73,57.83446683333333,12.307329166666667,57.83447175984032,12.30732391738942,2.5,2.5,2.5,1.789824442175892,9,9,Reverse,83.6,3.75,1
53.72,57.834464,12.307325500000001,57.83446787992016,12.30732470869471,2.5,2.5,2.5,1.7512679148375905,9,9,Reverse,83.3,3.75,1
54.74,57.83446116666667,12.307317166666667,57.83446452329341,12.30732093768069,2.5,2.5,2.5,1.6876766855485699,9,9,Reverse,83.2,3.75,1
55.51,57.8344565,12.307323833333331,57.83446051164671,12.30732238550701,2.5,2.5,2.5,1.685052608596643,9,9,Reverse,83.0,3.75,1
56.42,57.83444883333333,12.307324333333334,57.83445467249002,12.307323359420172,2.5,2.5,2.5,1.801364522143522,8,8,Reverse,82.7,3.75,1
57.46,57.83444716666666,12.307318166666668,57.834450919578344,12.30732076304342,2.5,2.5,2.5,1.807926815428624,8,8,Reverse,82.6,3.75,1
58.44,57.834433000000004,12.307327000000003,57.834441959789174,12.307323881521711,2.5,2.5,2.5,2.1090916289385078,8,8,Reverse,82.2,3.75,1
59.44,57.834426666666666,12.307318666666667,57.834434313227916,12.307321274094189,2.5,2.5,2.5,2.273431023806624,8,8,Reverse,82.5,3.75,1
60.59,57.834419499999996,12.307320666666666,57.834426906613956,12.307320970380427,2.5,2.5,2.5,2.3963059156930724,8,8,Reverse,82.7,3.75,1
61.77,57.83441849999999,12.3073245,57.83442270330698,12.307322735190214,2.5,2.5,2.5,2.2740453822452475,8,8,Reverse,83.0,3.75,1
62.5,57.83442916666666,12.3073205,57.83442593498682,12.307321617595107,2.5,2.5,2.5,1.8489321549920452,8,8,Reverse,83.0,3.75,1
63.63,57.834415166666666,12.307298833333334,57.83442055082674,12.30731022546422,2.5,2.5,2.5,1.8505606526843885,7,7,Reverse,82.8,3.75,1
64.54,57.83439966666666,12.307269499999999,57.8344101087467,12.307289862732109,2.5,2.5,2.5,2.193387624994601,8,8,Reverse,82.4,3.75,1
65.45,57.83440783333334,12.307265333333332,57.83440897104002,12.307277598032721,2.5,2.5,2.5,2.1878339273812957,8,8,Reverse,82.2,3.75,1
66.45,57.83441233333333,12.307256833333334,57.834410652186676,12.307267215683027,2.5,2.5,2.5,2.1014620529916512,7,7,Reverse,81.8,3.75,1
67.5,57.834423833333325,12.307246833333332,57.83441724276,12.30725702450818,2.5,2.5,2.5,1.9613960743539118,7,7,Reverse,81.7,3.75,1
68.47,57.834421166666665,12.3072475,57.834419204713335,12.30725226225409,2.5,2.5,2.5,1.7893314457848042,7,7,Reverse,81.4,3.75,1
69.58,57.83442516666667,12.307242,57.83442218569,12.307247131127045,2.5,2.5,2.5,1.7598411945836694,7,7,Reverse,81.1,3.75,1
70.49,57.83443033333333,12.307234166666667,57.834426259511666,12.307240648896856,2.5,2.5,2.5,1.7937628800330712,8,8,Reverse,80.4,3.75,1
71.45,57.834442,12.307221,57.834434129755834,12.307230824448428,2.5,2.5,2.5,1.7412334875779176,7,7,Reverse,79.6,3.75,1
72.46,57.83445283333334,12.307211833333334,57.83444348154458,12.307221328890881,4.225,2.5,2.5,1.6101776366251448,6,6,Reverse,78.9,6.3374999999999995,1
73.51,57.83446116666667,12.307202666666667,57.83445232410563,12.307211997778774,4.225,2.5,2.5,1.4109865422342927,6,6,Reverse,78.2,6.3374999999999995,1
74.49,57.834467833333335,12.307199166666665,57.83446007871948,12.30720558222272,3.875,2.5,2.5,1.3300115479486878,7,7,Reverse,77.7,5.8125,1
75.56,57.834476166666676,12.307201166666667,57.83446812269308,12.307203374444693,3.875,2.5,2.5,1.274990089682358,7,7,Reverse,77.0,5.8125,1
76.51,57.83449233333334,12.307200833333331,57.834480228013206,12.307202103889011,2.725,2.5,2.5,1.3130635623064062,9,9,Reverse,76.1,4.0875,1
77.54,57.834495333333344,12.307202333333331,57.83448778067328,12.307202218611172,2.725,2.5,2.5,1.3499978552896617,9,9,Reverse,75.3,4.0875,1
78.47,57.83449016666667,12.307212666666665,57.83448897366997,12.307207442638918,2.5,2.5,2.5,1.0842019379577814,9,9,Reverse,75.1,3.75,1
79.46,57.83449566666666,12.3072155,57.834492320168316,12.307211471319459,2.5,2.5,2.5,0.99128822605731,9,9,Reverse,74.8,3.75,1
