time_s,raw_lat,raw_lon,filt_lat,filt_lon,raw_unc_m,filt_unc_x_m,filt_unc_y_m,speed_kmh,sats_used,sats_in_view,direction,altitude_m,alt_unc_m,fix_quality
1.22,57.83440766666666,12.307315833333332,57.83440775,12.307317999999999,2.9749999999999996,3.75099986670221,3.75099986670221,0.39429063300270517,7,7,Reverse,81.5,4.4624999999999995,1
2.11,57.83440733333334,12.307313333333331,57.83440754166667,12.307315666666666,2.9749999999999996,3.149444395445012,3.149444395445012,0.5113332015121018,7,7,Reverse,81.7,4.4624999999999995,1
3.03,57.83440716666667,12.307312166666668,57.83440735416667,12.307313916666667,2.9749999999999996,2.648263582047678,2.648263582047678,0.5649344814919373,7,7,Reverse,82.1,4.4624999999999995,1
4.07,57.83440716666667,12.307310333333332,57.83440726041667,12.307312125,2.9749999999999996,2.5,2.5,0.7761752797617318,7,7,Reverse,82.0,4.4624999999999995,1
5.1,57.83440816666666,12.307303666666666,57.834407713541665,12.307307895833333,2.9749999999999996,2.5,2.5,0.9196020494769033,7,7,Reverse,82.1,4.4624999999999995,1
6.23,57.83440900000001,12.307300999999999,57.83440835677084,12.307304447916666,2.9749999999999996,2.5,2.5,0.7125387980689797,7,7,Reverse,81.9,4.4624999999999995,1
7.01,57.83440949999999,12.307304500000003,57.834408928385415,12.307304473958334,2.9749999999999996,2.5,2.5,0.4967132115609806,7,7,Reverse,81.9,4.4624999999999995,1
8.05,57.83441183333333,12.307291333333334,57.834410380859374,12.307297903645834,2.9749999999999996,2.5,2.5,1.028488486091382,7,7,Reverse,81.6,4.4624999999999995,1
9.09,57.83441333333334,12.307287333333333,57.834411857096356,12.307292618489583,2.9749999999999996,2.5,2.5,1.1655797251838624,7,7,Reverse,82.1,4.4624999999999995,1
10.07,57.83441500000001,12.307282666666667,57.83441342854818,12.307287642578125,2.9749999999999996,2.5,2.5,0.9858804077765665,7,7,Reverse,81.7,4.4624999999999995,1
11.02,57.834416,12.307287666666666,57.83441471427409,12.307287654622396,2.9749999999999996,2.5,2.5,0.8356935024918128,7,7,Reverse,81.6,4.4624999999999995,1
12.0,57.83441800000001,12.307286166666666,57.834416357137044,12.30728691064453,2.9749999999999996,2.5,2.5,0.9228822554511902,7,7,Reverse,81.1,4.4624999999999995,1
13.08,57.83441933333334,12.307293666666665,57.834417845235194,12.307290288655597,2.9749999999999996,2.5,2.5,0.791863592603066,7,7,Reverse,80.3,4.4624999999999995,1
14.03,57.83442166666667,12.307293,57.83441975595093,12.3072916443278,2.9749999999999996,2.5,2.5,0.7060531769699838,7,7,Reverse,79.2,4.4624999999999995,1
15.1,57.834422833333335,12.307287166666667,57.834421294642134,12.307289405497233,2.9749999999999996,2.5,2.5,0.5410368939256508,7,7,Reverse,78.4,4.4624999999999995,1
16.05,57.834424000000006,12.307278666666665,57.83442264732107,12.307284036081949,2.9749999999999996,2.5,2.5,0.6555251081592127,7,7,Reverse,78.5,4.4624999999999995,1
17.12,57.834423,12.307281,57.83442282366053,12.307282518040974,2.9749999999999996,2.5,2.5,0.6594976184142671,7,7,Reverse,78.9,4.4624999999999995,1
18.05,57.834423833333325,12.307277833333334,57.83442332849693,12.307280175687154,2.9749999999999996,2.5,2.5,0.6315158516767865,7,7,Reverse,79.1,4.4624999999999995,1
19.1,57.83442466666667,12.307273166666668,57.8344239975818,12.307276671176911,2.9749999999999996,2.5,2.5,0.5176006135873145,7,7,Reverse,78.9,4.4624999999999995,1
20.03,57.83442216666667,12.307281,57.83442308212423,12.307278835588455,2.9749999999999996,2.5,2.5,0.533766455013221,7,7,Reverse,78.7,4.4624999999999995,1
21.08,57.834425333333336,12.307274333333332,57.83442420772879,12.307276584460894,2.9749999999999996,2.5,2.5,0.6548788966914247,7,7,Reverse,79.6,4.4624999999999995,1
22.01,57.83442566666666,12.3072705,57.834424937197724,12.307273542230446,2.9749999999999996,2.5,2.5,0.7255388480226841,7,7,Reverse,79.5,4.4624999999999995,1
23.06,57.834426666666666,12.307268333333331,57.83442580193219,12.307270937781889,2.9749999999999996,2.5,2.5,0.6942236946314654,7,7,Reverse,80.3,4.4624999999999995,1
24.03,57.834429500000006,12.307268833333334,57.8344276509661,12.307269885557611,2.9749999999999996,2.5,2.5,0.7210031284353012,7,7,Reverse,80.0,4.4624999999999995,1
25.08,57.83443016666667,12.307269,57.834428908816385,12.307269442778805,2.9749999999999996,2.5,2.5,0.6534206149472335,7,7,Reverse,80.0,4.4624999999999995,1
26.03,57.834431166666675,12.307267166666668,57.834430037741534,12.307268304722736,4.65,2.5,2.5,0.6909254328739495,6,6,Reverse,79.8,6.9750000000000005,1
27.1,57.834433000000004,12.307267666666666,57.834431518870765,12.307267985694702,4.65,2.5,2.5,0.6370312180781158,6,6,Reverse,79.6,6.9750000000000005,1
28.02,57.83443583333333,12.307270166666667,57.83443367610205,12.307269076180685,4.65,2.5,2.5,0.7844128243711803,6,6,Reverse,79.4,6.9750000000000005,1
29.07,57.834438666666664,12.307273333333335,57.834436171384354,12.30727120475701,4.65,2.5,2.5,0.9184246277534399,6,6,Reverse,79.3,6.9750000000000005,1
30.06,57.834438,12.307273000000002,57.83443708569218,12.307272102378505,4.65,2.5,2.5,0.9252341384585513,6,6,Reverse,78.7,6.9750000000000005,1
31.03,57.83443766666666,12.307269,57.834437376179416,12.307270551189253,4.65,2.5,2.5,1.0666621566110752,6,6,Reverse,78.7,6.9750000000000005,1
32.05,57.83443783333334,12.307267999999999,57.83443760475638,12.307269275594626,4.65,2.5,2.5,1.0185328533966789,6,6,Reverse,79.1,6.9750000000000005,1
33.04,57.834436000000004,12.307269833333331,57.83443680237819,12.307269554463979,4.65,2.5,2.5,1.1207244364169524,6,6,Reverse,79.3,6.9750000000000005,1
34.0,57.834432666666665,12.3072875,57.834434734522425,12.307278527231988,4.65,2.5,2.5,0.9845814274363021,6,6,Reverse,80.1,6.9750000000000005,1
35.11,57.83443049999999,12.307299666666665,57.83443261726121,12.307289096949328,2.9749999999999996,2.5,2.5,0.8326396630003061,7,7,Reverse,80.9,4.4624999999999995,1
36.06,57.83443166666666,12.307304166666665,57.83443214196394,12.307296631807995,2.9749999999999996,2.5,2.5,0.6403734813321678,7,7,Reverse,81.0,4.4624999999999995,1
37.22,57.834431333333335,12.3073095,57.834431737648636,12.307303065903998,2.9749999999999996,2.5,2.5,0.6442304526319033,7,7,Reverse,80.5,4.4624999999999995,1
38.07,57.83442766666667,12.307322500000001,57.83442970215765,12.307312782952,3.1,2.5,2.5,0.7847466876765712,6,6,Reverse,80.4,4.65,1
39.08,57.834425333333336,12.307335,57.834427517745496,12.307323891476,3.1,2.5,2.5,0.6929986476522558,6,6,Reverse,80.2,4.65,1
40.11,57.83442566666666,12.307334833333334,57.83442659220608,12.307329362404667,3.1,2.5,2.5,0.5926553834418202,6,6,Reverse,80.1,4.65,1
41.16,57.834424999999996,12.307339166666669,57.834425796103034,12.307334264535667,3.1,2.5,2.5,0.4613402078016851,6,6,Reverse,79.8,4.65,1
42.12,57.83442566666666,12.307340666666668,57.83442573138485,12.307337465601169,3.1,2.5,2.5,0.3548283163274689,6,6,Reverse,79.8,4.65,1
43.04,57.834424999999996,12.307343666666668,57.834425365692425,12.307340566133918,3.1,2.5,2.5,0.28269406372647377,6,6,Reverse,79.6,4.65,1
44.27,57.83442433333333,12.307346333333332,57.83442484951288,12.307343449733624,3.1,2.5,2.5,0.3363626541821384,6,6,Reverse,79.4,4.65,1
45.02,57.834424000000006,12.307353,57.83442442475644,12.307348224866812,3.1,2.5,2.5,0.27176396320612756,6,6,Reverse,79.3,4.65,1
46.08,57.834423666666666,12.307352500000002,57.83442404571155,12.307350362433407,3.1,2.5,2.5,0.33363838909410615,6,6,Reverse,79.5,4.65,1
47.1,57.834422499999995,12.307352,57.83442327285577,12.307351181216704,2.9749999999999996,2.5,2.5,0.3061116417915808,7,7,Reverse,79.2,4.4624999999999995,1
48.11,57.83442266666666,12.307350000000001,57.83442296976122,12.307350590608353,2.9749999999999996,2.5,2.5,0.3174899083134758,7,7,Reverse,79.1,4.4624999999999995,1
